Type;FSV-30;
132000000.00000007;-75.314376831054687;-75.314376831054687
135666666.66666675;-75.065437316894531;-75.065437316894531
139333333.3333334;-75.003837585449219;-75.003837585449219
143000000.00000006;-75.393020629882812;-75.393020629882812
146666666.66666672;-75.28704833984375;-75.28704833984375
150333333.33333337;-75.408256530761719;-75.408256530761719
154000000.00000003;-75.218116760253906;-75.218116760253906
157666666.66666669;-75.126350402832031;-75.126350402832031
161333333.33333334;-75.191688537597656;-75.191688537597656
165000000;-74.870994567871094;-74.870994567871094
168666666.66666666;-74.560783386230469;-74.560783386230469
172333333.33333331;-74.913734436035156;-74.913734436035156
175999999.99999997;-74.359970092773438;-74.359970092773438
179666666.66666663;-74.968452453613281;-74.968452453613281
183333333.33333328;-75.131721496582031;-75.131721496582031
186999999.99999994;-74.885543823242188;-74.885543823242188
190666666.6666666;-75.320877075195313;-75.320877075195313
194333333.33333325;-75.193115234375;-75.193115234375
197999999.99999991;-74.920547485351563;-74.920547485351563
201666666.66666657;-74.997978210449219;-74.997978210449219
205333333.33333322;-75.376899719238281;-75.376899719238281
208999999.99999988;-75.451683044433594;-75.451683044433594
212666666.66666654;-75.240097045898438;-75.240097045898438
216333333.33333319;-74.917129516601562;-74.917129516601562
219999999.99999985;-74.949394226074219;-74.949394226074219
223666666.66666651;-75.479537963867187;-75.479537963867187
227333333.33333316;-75.151687622070313;-75.151687622070313
230999999.99999982;-74.978080749511719;-74.978080749511719
234666666.66666648;-75.136543273925781;-75.136543273925781
238333333.33333313;-74.964752197265625;-74.964752197265625
241999999.99999979;-74.793670654296875;-74.793670654296875
245666666.66666645;-74.493080139160156;-74.493080139160156
249333333.3333331;-74.8502197265625;-74.8502197265625
252999999.99999976;-74.892219543457031;-74.892219543457031
256666666.66666642;-74.590980529785156;-74.590980529785156
260333333.33333308;-74.698707580566406;-74.698707580566406
263999999.99999973;-74.783447265625;-74.783447265625
267666666.66666639;-75.184883117675781;-75.184883117675781
271333333.33333308;-75.218116760253906;-75.218116760253906
274999999.99999976;-74.757392883300781;-74.757392883300781
278666666.66666645;-75.236366271972656;-75.236366271972656
282333333.33333313;-75.209304809570313;-75.209304809570313
285999999.99999982;-75.074684143066406;-75.074684143066406
289666666.66666651;-75.312660217285156;-75.312660217285156
293333333.33333319;-75.523681640625;-75.523681640625
296999999.99999988;-75.795120239257813;-75.795120239257813
300666666.66666657;-75.606346130371094;-75.606346130371094
304333333.33333325;-75.425025939941406;-75.425025939941406
307999999.99999994;-75.880218505859375;-75.880218505859375
311666666.66666663;-75.852928161621094;-75.852928161621094
315333333.33333331;-75.6324462890625;-75.6324462890625
319000000;-75.9449462890625;-75.9449462890625
322666666.66666669;-75.601959228515625;-75.601959228515625
326333333.33333337;-75.6583251953125;-75.6583251953125
330000000.00000006;-75.90301513671875;-75.90301513671875
333666666.66666675;-75.460739135742187;-75.460739135742187
337333333.33333343;-75.787940979003906;-75.787940979003906
341000000.00000012;-75.362724304199219;-75.362724304199219
344666666.66666681;-75.26947021484375;-75.26947021484375
348333333.33333349;-75.594512939453125;-75.594512939453125
352000000.00000018;-75.639274597167969;-75.639274597167969
355666666.66666687;-75.414497375488281;-75.414497375488281
359333333.33333355;-75.509040832519531;-75.509040832519531
363000000.00000024;-75.691162109375;-75.691162109375
366666666.66666692;-75.531974792480469;-75.531974792480469
370333333.33333361;-75.20208740234375;-75.20208740234375
374000000.0000003;-74.496612548828125;-74.496612548828125
377666666.66666698;-75.264739990234375;-75.264739990234375
381333333.33333367;-75.050666809082031;-75.050666809082031
385000000.00000036;-74.743232727050781;-74.743232727050781
388666666.66666704;-74.599647521972656;-74.599647521972656
392333333.33333373;-74.99755859375;-74.99755859375
396000000.00000042;-75.165130615234375;-75.165130615234375
399666666.6666671;-75.087013244628906;-75.087013244628906
403333333.33333379;-75.265838623046875;-75.265838623046875
407000000.00000048;-75.073379516601563;-75.073379516601563
410666666.66666716;-75.782821655273438;-75.782821655273438
414333333.33333385;-75.735481262207031;-75.735481262207031
418000000.00000054;-75.970703125;-75.970703125
421666666.66666722;-75.834434509277344;-75.834434509277344
425333333.33333391;-75.744735717773437;-75.744735717773437
429000000.0000006;-75.954147338867188;-75.954147338867188
432666666.66666728;-75.96234130859375;-75.96234130859375
436333333.33333397;-76.082687377929688;-76.082687377929688
440000000.00000066;-76.192901611328125;-76.192901611328125
443666666.66666734;-76.164741516113281;-76.164741516113281
447333333.33333403;-76.269584655761719;-76.269584655761719
451000000.00000072;-76.163322448730469;-76.163322448730469
454666666.6666674;-76.456565856933594;-76.456565856933594
458333333.33333409;-76.485542297363281;-76.485542297363281
462000000.00000077;-76.287147521972656;-76.287147521972656
465666666.66666746;-76.243560791015625;-76.243560791015625
469333333.33333415;-75.837516784667969;-75.837516784667969
473000000.00000083;-76.211784362792969;-76.211784362792969
476666666.66666752;-75.934898376464844;-75.934898376464844
480333333.33333421;-75.991310119628906;-75.991310119628906
484000000.00000089;-76.004051208496094;-76.004051208496094
487666666.66666758;-76.054817199707031;-76.054817199707031
491333333.33333427;-75.592643737792969;-75.592643737792969
495000000.00000095;-75.785369873046875;-75.785369873046875
498666666.66666764;-75.688621520996094;-75.688621520996094
502333333.33333433;-75.419471740722656;-75.419471740722656
506000000.00000101;-75.016860961914063;-75.016860961914063
509666666.6666677;-75.143783569335938;-75.143783569335938
513333333.33333439;-74.770095825195313;-74.770095825195313
517000000.00000107;-74.926284790039062;-74.926284790039062
520666666.66666776;-74.742568969726563;-74.742568969726563
524333333.33333445;-74.861503601074219;-74.861503601074219
528000000.00000113;-74.938758850097656;-74.938758850097656
531666666.66666782;-74.821945190429688;-74.821945190429688
535333333.33333451;-75.144203186035156;-75.144203186035156
539000000.00000119;-75.661262512207031;-75.661262512207031
542666666.66666782;-75.404548645019531;-75.404548645019531
546333333.33333445;-75.57501220703125;-75.57501220703125
550000000.00000107;-75.869880676269531;-75.869880676269531
553666666.6666677;-76.009529113769531;-76.009529113769531
557333333.33333433;-75.766227722167969;-75.766227722167969
561000000.00000095;-75.883216857910156;-75.883216857910156
564666666.66666758;-75.983268737792969;-75.983268737792969
568333333.33333421;-75.876564025878906;-75.876564025878906
572000000.00000083;-75.946632385253906;-75.946632385253906
575666666.66666746;-75.946952819824219;-75.946952819824219
579333333.33333409;-76.198936462402344;-76.198936462402344
583000000.00000072;-75.919708251953125;-75.919708251953125
586666666.66666734;-76.059173583984375;-76.059173583984375
590333333.33333397;-76.010932922363281;-76.010932922363281
594000000.0000006;-76.209991455078125;-76.209991455078125
597666666.66666722;-76.182891845703125;-76.182891845703125
601333333.33333385;-75.941238403320313;-75.941238403320313
605000000.00000048;-75.431777954101563;-75.431777954101563
608666666.6666671;-75.665138244628906;-75.665138244628906
612333333.33333373;-75.691146850585937;-75.691146850585937
616000000.00000036;-75.677276611328125;-75.677276611328125
619666666.66666698;-74.769126892089844;-74.769126892089844
623333333.33333361;-75.237236022949219;-75.237236022949219
627000000.00000024;-74.812149047851562;-74.812149047851562
630666666.66666687;-74.896186828613281;-74.896186828613281
634333333.33333349;-74.354248046875;-74.354248046875
638000000.00000012;-74.451583862304688;-74.451583862304688
641666666.66666675;-74.151863098144531;-74.151863098144531
645333333.33333337;-74.004379272460937;-74.004379272460937
649000000;-73.465774536132813;-73.465774536132813
652666666.66666663;-74.071502685546875;-74.071502685546875
656333333.33333325;-74.150375366210937;-74.150375366210937
659999999.99999988;-74.066825866699219;-74.066825866699219
663666666.66666651;-74.439315795898438;-74.439315795898438
667333333.33333313;-74.490867614746094;-74.490867614746094
670999999.99999976;-74.608779907226563;-74.608779907226563
674666666.66666639;-74.732917785644531;-74.732917785644531
678333333.33333302;-75.295089721679688;-75.295089721679688
681999999.99999964;-75.236480712890625;-75.236480712890625
685666666.66666627;-75.109855651855469;-75.109855651855469
689333333.3333329;-75.427665710449219;-75.427665710449219
692999999.99999952;-75.404869079589844;-75.404869079589844
696666666.66666615;-75.512748718261719;-75.512748718261719
700333333.33333278;-75.195472717285156;-75.195472717285156
703999999.9999994;-75.593338012695313;-75.593338012695313
707666666.66666603;-75.501060485839844;-75.501060485839844
711333333.33333266;-75.456535339355469;-75.456535339355469
714999999.99999928;-75.58380126953125;-75.58380126953125
718666666.66666591;-75.629180908203125;-75.629180908203125
722333333.33333254;-75.417259216308594;-75.417259216308594
725999999.99999917;-75.525711059570313;-75.525711059570313
729666666.66666579;-74.960189819335938;-74.960189819335938
733333333.33333242;-75.417915344238281;-75.417915344238281
736999999.99999905;-75.053779602050781;-75.053779602050781
740666666.66666567;-75.162078857421875;-75.162078857421875
744333333.3333323;-74.757431030273438;-74.757431030273438
747999999.99999893;-74.423057556152344;-74.423057556152344
751666666.66666555;-74.349601745605469;-74.349601745605469
755333333.33333218;-74.446601867675781;-74.446601867675781
758999999.99999881;-73.960235595703125;-73.960235595703125
762666666.66666543;-73.901565551757812;-73.901565551757812
766333333.33333206;-73.536460876464844;-73.536460876464844
769999999.99999869;-73.585174560546875;-73.585174560546875
773666666.66666532;-73.448982238769531;-73.448982238769531
777333333.33333194;-72.987350463867188;-72.987350463867188
780999999.99999857;-72.70550537109375;-72.70550537109375
784666666.6666652;-73.024040222167969;-73.024040222167969
788333333.33333182;-73.190391540527344;-73.190391540527344
791999999.99999845;-73.475013732910156;-73.475013732910156
795666666.66666508;-73.345405578613281;-73.345405578613281
799333333.3333317;-73.802894592285156;-73.802894592285156
802999999.99999833;-73.584228515625;-73.584228515625
806666666.66666496;-74.036766052246094;-74.036766052246094
810333333.33333158;-74.062126159667969;-74.062126159667969
813999999.99999821;-74.367134094238281;-74.367134094238281
817666666.66666484;-74.509986877441406;-74.509986877441406
821333333.33333147;-74.658409118652344;-74.658409118652344
824999999.99999809;-74.525787353515625;-74.525787353515625
828666666.66666472;-74.815475463867187;-74.815475463867187
832333333.33333135;-74.825065612792969;-74.825065612792969
835999999.99999797;-74.351852416992188;-74.351852416992188
839666666.6666646;-74.970489501953125;-74.970489501953125
843333333.33333123;-74.859825134277344;-74.859825134277344
846999999.99999785;-74.736534118652344;-74.736534118652344
850666666.66666448;-74.852226257324219;-74.852226257324219
854333333.33333111;-74.815780639648437;-74.815780639648437
857999999.99999774;-74.401702880859375;-74.401702880859375
861666666.66666436;-74.284408569335938;-74.284408569335938
865333333.33333099;-74.349555969238281;-74.349555969238281
868999999.99999762;-74.332557678222656;-74.332557678222656
872666666.66666424;-74.427024841308594;-74.427024841308594
876333333.33333087;-74.00628662109375;-74.00628662109375
879999999.9999975;-73.727531433105469;-73.727531433105469
883666666.66666412;-73.702354431152344;-73.702354431152344
887333333.33333075;-72.988883972167969;-72.988883972167969
890999999.99999738;-73.168647766113281;-73.168647766113281
894666666.666664;-72.510459899902344;-72.510459899902344
898333333.33333063;-72.294578552246094;-72.294578552246094
901999999.99999726;-72.109542846679688;-72.109542846679688
905666666.66666389;-71.769950866699219;-71.769950866699219
909333333.33333051;-72.154754638671875;-72.154754638671875
912999999.99999714;-72.479026794433594;-72.479026794433594
916666666.66666377;-72.289390563964844;-72.289390563964844
920333333.33333039;-72.066757202148438;-72.066757202148438
923999999.99999702;-72.209297180175781;-72.209297180175781
927666666.66666365;-72.288993835449219;-72.288993835449219
931333333.33333027;-72.733695983886719;-72.733695983886719
934999999.9999969;-72.415702819824219;-72.415702819824219
938666666.66666353;-73.244491577148437;-73.244491577148437
942333333.33333015;-73.572669982910156;-73.572669982910156
945999999.99999678;-73.720108032226562;-73.720108032226562
949666666.66666341;-73.823966979980469;-73.823966979980469
953333333.33333004;-73.870002746582031;-73.870002746582031
956999999.99999666;-74.118011474609375;-74.118011474609375
960666666.66666329;-73.910285949707031;-73.910285949707031
964333333.33332992;-74.400382995605469;-74.400382995605469
967999999.99999654;-74.442825317382813;-74.442825317382813
971666666.66666317;-74.092979431152344;-74.092979431152344
975333333.3333298;-74.216423034667969;-74.216423034667969
978999999.99999642;-74.183425903320313;-74.183425903320313
982666666.66666305;-73.935333251953125;-73.935333251953125
986333333.33332968;-74.304443359375;-74.304443359375
989999999.9999963;-73.649826049804687;-73.649826049804687
993666666.66666293;-73.560722351074219;-73.560722351074219
997333333.33332956;-73.568878173828125;-73.568878173828125
1000999999.9999962;-73.011604309082031;-73.011604309082031
1004666666.6666628;-73.174827575683594;-73.174827575683594
1008333333.3333294;-72.71185302734375;-72.71185302734375
1011999999.9999961;-72.652992248535156;-72.652992248535156
1015666666.6666627;-72.612205505371094;-72.612205505371094
1019333333.3333293;-72.432563781738281;-72.432563781738281
1022999999.9999959;-71.817291259765625;-71.817291259765625
1026666666.6666626;-71.727546691894531;-71.727546691894531
1030333333.3333292;-71.779899597167969;-71.779899597167969
1033999999.9999958;-71.194442749023438;-71.194442749023438
1037666666.6666625;-70.935012817382813;-70.935012817382813
1041333333.3333291;-71.003181457519531;-71.003181457519531
1044999999.9999957;-70.991233825683594;-70.991233825683594
1048666666.6666623;-71.12420654296875;-71.12420654296875
1052333333.333329;-71.439186096191406;-71.439186096191406
1055999999.9999956;-71.411979675292969;-71.411979675292969
1059666666.6666622;-71.538566589355469;-71.538566589355469
1063333333.3333288;-71.402839660644531;-71.402839660644531
1066999999.9999955;-71.885086059570313;-71.885086059570313
1070666666.6666621;-71.979278564453125;-71.979278564453125
1074333333.3333287;-71.961944580078125;-71.961944580078125
1077999999.9999955;-72.309211730957031;-72.309211730957031
1081666666.6666622;-72.6307373046875;-72.6307373046875
1085333333.333329;-72.865715026855469;-72.865715026855469
1088999999.9999957;-73.087699890136719;-73.087699890136719
1092666666.6666625;-73.171882629394531;-73.171882629394531
1096333333.3333292;-73.157073974609375;-73.157073974609375
1099999999.9999959;-73.307723999023437;-73.307723999023437
1103666666.6666627;-73.074737548828125;-73.074737548828125
1107333333.3333294;-72.964462280273438;-72.964462280273438
1110999999.9999962;-72.988540649414063;-72.988540649414063
1114666666.6666629;-73.031929016113281;-73.031929016113281
1118333333.3333297;-72.941383361816406;-72.941383361816406
1121999999.9999964;-72.859825134277344;-72.859825134277344
1125666666.6666632;-72.887420654296875;-72.887420654296875
1129333333.3333299;-72.770050048828125;-72.770050048828125
1132999999.9999967;-72.101127624511719;-72.101127624511719
1136666666.6666634;-72.168434143066406;-72.168434143066406
1140333333.3333302;-71.75860595703125;-71.75860595703125
1143999999.9999969;-71.3743896484375;-71.3743896484375
1147666666.6666636;-71.271217346191406;-71.271217346191406
1151333333.3333304;-71.045761108398438;-71.045761108398438
1154999999.9999971;-70.8148193359375;-70.8148193359375
1158666666.6666639;-70.538261413574219;-70.538261413574219
1162333333.3333306;-70.283462524414063;-70.283462524414063
1165999999.9999974;-69.961769104003906;-69.961769104003906
1169666666.6666641;-69.827140808105469;-69.827140808105469
1173333333.3333309;-69.948532104492188;-69.948532104492188
1176999999.9999976;-69.421012878417969;-69.421012878417969
1180666666.6666644;-69.677810668945313;-69.677810668945313
1184333333.3333311;-69.874229431152344;-69.874229431152344
1187999999.9999979;-70.215866088867188;-70.215866088867188
1191666666.6666646;-70.202766418457031;-70.202766418457031
1195333333.3333313;-70.771034240722656;-70.771034240722656
1198999999.9999981;-70.754302978515625;-70.754302978515625
1202666666.6666648;-71.168258666992188;-71.168258666992188
1206333333.3333316;-70.850532531738281;-70.850532531738281
1209999999.9999983;-71.587722778320313;-71.587722778320313
1213666666.6666651;-71.689468383789063;-71.689468383789063
1217333333.3333318;-71.88824462890625;-71.88824462890625
1220999999.9999986;-71.771995544433594;-71.771995544433594
1224666666.6666653;-71.802101135253906;-71.802101135253906
1228333333.3333321;-72.20281982421875;-72.20281982421875
1231999999.9999988;-72.17681884765625;-72.17681884765625
1235666666.6666656;-72.283950805664062;-72.283950805664062
1239333333.3333323;-71.812057495117188;-71.812057495117188
1242999999.999999;-72.170249938964844;-72.170249938964844
1246666666.6666658;-71.828895568847656;-71.828895568847656
1250333333.3333325;-71.870323181152344;-71.870323181152344
1253999999.9999993;-71.826210021972656;-71.826210021972656
1257666666.666666;-71.585105895996094;-71.585105895996094
1261333333.3333328;-71.221359252929687;-71.221359252929687
1264999999.9999995;-70.93756103515625;-70.93756103515625
1268666666.6666663;-71.212234497070312;-71.212234497070312
1272333333.333333;-70.8428955078125;-70.8428955078125
1275999999.9999998;-70.428703308105469;-70.428703308105469
1279666666.6666665;-70.232902526855469;-70.232902526855469
1283333333.3333333;-69.956443786621094;-69.956443786621094
1287000000;-69.761306762695312;-69.761306762695312
1290666666.6666667;-69.589065551757812;-69.589065551757812
1294333333.3333335;-69.517204284667969;-69.517204284667969
1298000000.0000002;-68.915420532226563;-68.915420532226563
1301666666.666667;-69.098579406738281;-69.098579406738281
1305333333.3333337;-69.109718322753906;-69.109718322753906
1309000000.0000005;-69.08038330078125;-69.08038330078125
1312666666.6666672;-69.218887329101563;-69.218887329101563
1316333333.333334;-69.356948852539062;-69.356948852539062
1320000000.0000007;-70.060256958007812;-70.060256958007812
1323666666.6666675;-69.693290710449219;-69.693290710449219
1327333333.3333342;-69.957244873046875;-69.957244873046875
1331000000.000001;-70.642562866210938;-70.642562866210938
1334666666.6666677;-70.6453857421875;-70.6453857421875
1338333333.3333344;-70.607078552246094;-70.607078552246094
1342000000.0000012;-71.347198486328125;-71.347198486328125
1345666666.6666679;-71.252143859863281;-71.252143859863281
1349333333.3333347;-71.712455749511719;-71.712455749511719
1353000000.0000014;-71.581985473632812;-71.581985473632812
1356666666.6666682;-71.360076904296875;-71.360076904296875
1360333333.3333349;-71.966300964355469;-71.966300964355469
1364000000.0000017;-72.005638122558594;-72.005638122558594
1367666666.6666684;-71.963249206542969;-71.963249206542969
1371333333.3333352;-72.156005859375;-72.156005859375
1375000000.0000019;-72.150794982910156;-72.150794982910156
1378666666.6666687;-72.267890930175781;-72.267890930175781
1382333333.3333354;-72.374168395996094;-72.374168395996094
1386000000.0000021;-71.988594055175781;-71.988594055175781
1389666666.6666689;-71.499061584472656;-71.499061584472656
1393333333.3333356;-71.443801879882813;-71.443801879882813
1397000000.0000024;-71.1590576171875;-71.1590576171875
1400666666.6666691;-71.420173645019531;-71.420173645019531
1404333333.3333359;-71.559326171875;-71.559326171875
1408000000.0000026;-70.859260559082031;-70.859260559082031
1411666666.6666694;-71.001075744628906;-71.001075744628906
1415333333.3333361;-70.7401123046875;-70.7401123046875
1419000000.0000029;-70.14971923828125;-70.14971923828125
1422666666.6666696;-70.418777465820313;-70.418777465820313
1426333333.3333364;-70.154541015625;-70.154541015625
1430000000.0000031;-69.881309509277344;-69.881309509277344
1433666666.6666698;-69.943115234375;-69.943115234375
1437333333.3333366;-69.460891723632812;-69.460891723632812
1441000000.0000033;-69.561210632324219;-69.561210632324219
1444666666.6666701;-70.278594970703125;-70.278594970703125
1448333333.3333368;-70.302459716796875;-70.302459716796875
1452000000.0000036;-70.40484619140625;-70.40484619140625
1455666666.6666703;-70.823921203613281;-70.823921203613281
1459333333.3333371;-70.637466430664063;-70.637466430664063
1463000000.0000038;-70.975250244140625;-70.975250244140625
1466666666.6666706;-71.803352355957031;-71.803352355957031
1470333333.3333373;-71.738700866699219;-71.738700866699219
1474000000.0000041;-71.765342712402344;-71.765342712402344
1477666666.6666708;-71.923080444335937;-71.923080444335937
1481333333.3333375;-71.794670104980469;-71.794670104980469
1485000000.0000043;-72.092147827148438;-72.092147827148438
1488666666.666671;-72.311386108398438;-72.311386108398438
1492333333.3333378;-72.339500427246094;-72.339500427246094
1496000000.0000045;-72.553497314453125;-72.553497314453125
1499666666.6666713;-72.784881591796875;-72.784881591796875
1503333333.333338;-72.433494567871094;-72.433494567871094
1507000000.0000048;-72.657752990722656;-72.657752990722656
1510666666.6666715;-72.672325134277344;-72.672325134277344
1514333333.3333383;-72.505805969238281;-72.505805969238281
1518000000.000005;-72.162071228027344;-72.162071228027344
1521666666.6666718;-71.696769714355469;-71.696769714355469
1525333333.3333385;-71.705314636230469;-71.705314636230469
1529000000.0000052;-71.737480163574219;-71.737480163574219
1532666666.666672;-71.425392150878906;-71.425392150878906
1536333333.3333387;-71.509300231933594;-71.509300231933594
1540000000.0000055;-70.661720275878906;-70.661720275878906
1543666666.6666722;-71.030647277832031;-71.030647277832031
1547333333.333339;-70.976760864257813;-70.976760864257813
1551000000.0000057;-70.364616394042969;-70.364616394042969
1554666666.6666725;-70.481063842773438;-70.481063842773438
1558333333.3333392;-70.108222961425781;-70.108222961425781
1562000000.000006;-70.009971618652344;-70.009971618652344
1565666666.6666727;-69.688484191894531;-69.688484191894531
1569333333.3333395;-69.828231811523437;-69.828231811523437
1573000000.0000062;-69.761322021484375;-69.761322021484375
1576666666.6666729;-69.812004089355469;-69.812004089355469
1580333333.3333397;-70.116851806640625;-70.116851806640625
1584000000.0000064;-70.118507385253906;-70.118507385253906
1587666666.6666732;-69.9913330078125;-69.9913330078125
1591333333.3333399;-70.417167663574219;-70.417167663574219
1595000000.0000067;-70.573097229003906;-70.573097229003906
1598666666.6666734;-70.406974792480469;-70.406974792480469
1602333333.3333402;-70.963516235351563;-70.963516235351563
1606000000.0000069;-70.955039978027344;-70.955039978027344
1609666666.6666737;-71.360679626464844;-71.360679626464844
1613333333.3333404;-71.066032409667969;-71.066032409667969
1617000000.0000072;-71.08013916015625;-71.08013916015625
1620666666.6666739;-71.247245788574219;-71.247245788574219
1624333333.3333406;-71.34112548828125;-71.34112548828125
1628000000.0000074;-71.400932312011719;-71.400932312011719
1631666666.6666741;-71.556922912597656;-71.556922912597656
1635333333.3333409;-71.423225402832031;-71.423225402832031
1639000000.0000076;-71.503181457519531;-71.503181457519531
1642666666.6666744;-71.542976379394531;-71.542976379394531
1646333333.3333411;-70.993659973144531;-70.993659973144531
1650000000.0000079;-71.029304504394531;-71.029304504394531
1653666666.6666746;-70.880668640136719;-70.880668640136719
1657333333.3333414;-70.965988159179687;-70.965988159179687
1661000000.0000081;-70.542076110839844;-70.542076110839844
1664666666.6666749;-70.188621520996094;-70.188621520996094
1668333333.3333416;-70.191017150878906;-70.191017150878906
1672000000.0000083;-69.819992065429688;-69.819992065429688
1675666666.6666751;-69.851707458496094;-69.851707458496094
1679333333.3333418;-69.564430236816406;-69.564430236816406
1683000000.0000086;-69.192192077636719;-69.192192077636719
1686666666.6666753;-69.252685546875;-69.252685546875
1690333333.3333421;-68.665718078613281;-68.665718078613281
1694000000.0000088;-68.548988342285156;-68.548988342285156
1697666666.6666756;-68.742767333984375;-68.742767333984375
1701333333.3333423;-68.711013793945313;-68.711013793945313
1705000000.0000091;-68.827865600585937;-68.827865600585937
1708666666.6666758;-69.0224609375;-69.0224609375
1712333333.3333426;-69.011611938476562;-69.011611938476562
1716000000.0000093;-69.133506774902344;-69.133506774902344
1719666666.666676;-69.1580810546875;-69.1580810546875
1723333333.3333428;-69.294937133789062;-69.294937133789062
1727000000.0000095;-69.510528564453125;-69.510528564453125
1730666666.6666763;-69.474853515625;-69.474853515625
1734333333.333343;-69.652381896972656;-69.652381896972656
1738000000.0000098;-70.053939819335938;-70.053939819335938
1741666666.6666765;-70.060279846191406;-70.060279846191406
1745333333.3333433;-70.307418823242188;-70.307418823242188
1749000000.00001;-69.770027160644531;-69.770027160644531
1752666666.6666768;-70.363975524902344;-70.363975524902344
1756333333.3333435;-70.624267578125;-70.624267578125
1760000000.0000103;-70.263992309570313;-70.263992309570313
1763666666.666677;-70.118751525878906;-70.118751525878906
1767333333.3333437;-70.043251037597656;-70.043251037597656
1771000000.0000105;-70.230438232421875;-70.230438232421875
1774666666.6666772;-70.214889526367188;-70.214889526367188
1778333333.333344;-70.136253356933594;-70.136253356933594
1782000000.0000107;-69.783790588378906;-69.783790588378906
1785666666.6666775;-69.596878051757812;-69.596878051757812
1789333333.3333442;-69.581321716308594;-69.581321716308594
1793000000.000011;-69.358558654785156;-69.358558654785156
1796666666.6666777;-69.28521728515625;-69.28521728515625
1800333333.3333445;-69.104644775390625;-69.104644775390625
1804000000.0000112;-68.800155639648438;-68.800155639648438
1807666666.666678;-68.702377319335938;-68.702377319335938
1811333333.3333447;-68.294502258300781;-68.294502258300781
1815000000.0000114;-68.418701171875;-68.418701171875
1818666666.6666782;-68.185150146484375;-68.185150146484375
1822333333.3333449;-67.752334594726563;-67.752334594726563
1826000000.0000117;-67.822006225585937;-67.822006225585937
1829666666.6666784;-67.388633728027344;-67.388633728027344
1833333333.3333452;-67.444374084472656;-67.444374084472656
1837000000.0000119;-67.376518249511719;-67.376518249511719
1840666666.6666787;-67.185836791992188;-67.185836791992188
1844333333.3333454;-67.75927734375;-67.75927734375
1848000000.0000122;-67.703834533691406;-67.703834533691406
1851666666.6666789;-67.865104675292969;-67.865104675292969
1855333333.3333457;-67.958847045898437;-67.958847045898437
1859000000.0000124;-68.015220642089844;-68.015220642089844
1862666666.6666791;-68.428085327148438;-68.428085327148438
1866333333.3333459;-68.478195190429688;-68.478195190429688
1870000000.0000126;-68.474807739257813;-68.474807739257813
1873666666.6666794;-68.77178955078125;-68.77178955078125
1877333333.3333461;-69.460090637207031;-69.460090637207031
1881000000.0000129;-69.090599060058594;-69.090599060058594
1884666666.6666796;-68.911544799804688;-68.911544799804688
1888333333.3333464;-69.049919128417969;-69.049919128417969
1892000000.0000131;-68.944648742675781;-68.944648742675781
1895666666.6666799;-68.806655883789062;-68.806655883789062
