Type;FSV-30;
Version;1.71 SP3;
Date;06.Aug 25;
Mode;ANALYZER;
Center Freq;11000000000.000000;Hz
Freq Offset;0.000000;Hz
Span;22000000000.000000;Hz
x-Axis;LIN;
Start;0.000000;Hz
Stop;22000000000.000000;Hz
Ref Level;-9.000000;dBm
Level Offset;0.000000;dB
Ref Position;100.000000;%
y-Axis;LOG;
Level Range;100.000000;dB
Rf Att;10.000000;dB
El Att;0.000000;dB
RBW;3000000.000000;Hz
VBW;5000.000000;Hz
SWT;1.440000;s
Trace Mode;CLR/WRITE;
Detector;AUTOPEAK;
Sweep Count;0;
Trace 1:;;
x-Unit;Hz;
y-Unit;dBm;
Preamplifier;OFF;
Transducer;OFF;
832333333.33333135;-75.3199462890625;-75.3199462890625
835999999.99999797;-75.131088256835938;-75.131088256835938
839666666.6666646;-75.170463562011719;-75.170463562011719
843333333.33333123;-75.358757019042969;-75.358757019042969
846999999.99999785;-75.177597045898437;-75.177597045898437
850666666.66666448;-75.210693359375;-75.210693359375
854333333.33333111;-75.154258728027344;-75.154258728027344
857999999.99999774;-74.816505432128906;-74.816505432128906
861666666.66666436;-74.918785095214844;-74.918785095214844
865333333.33333099;-75.155975341796875;-75.155975341796875
868999999.99999762;-74.731124877929688;-74.731124877929688
872666666.66666424;-74.752662658691406;-74.752662658691406
876333333.33333087;-74.838783264160156;-74.838783264160156
879999999.9999975;-74.439193725585938;-74.439193725585938
883666666.66666412;-73.844230651855469;-73.844230651855469
887333333.33333075;-73.700431823730469;-73.700431823730469
890999999.99999738;-73.791297912597656;-73.791297912597656
894666666.666664;-73.383766174316406;-73.383766174316406
898333333.33333063;-73.383125305175781;-73.383125305175781
901999999.99999726;-73.415267944335938;-73.415267944335938
905666666.66666389;-73.32177734375;-73.32177734375
909333333.33333051;-72.904342651367188;-72.904342651367188
912999999.99999714;-72.947105407714844;-72.947105407714844
916666666.66666377;-72.938430786132813;-72.938430786132813
920333333.33333039;-73.192062377929688;-73.192062377929688
923999999.99999702;-73.383766174316406;-73.383766174316406
927666666.66666365;-73.47601318359375;-73.47601318359375
931333333.33333027;-73.778244018554688;-73.778244018554688
934999999.9999969;-73.673225402832031;-73.673225402832031
938666666.66666353;-73.994827270507813;-73.994827270507813
942333333.33333015;-73.9595947265625;-73.9595947265625
945999999.99999678;-74.4825439453125;-74.4825439453125
949666666.66666341;-74.374282836914063;-74.374282836914063
953333333.33333004;-74.511550903320312;-74.511550903320312
956999999.99999666;-74.901275634765625;-74.901275634765625
960666666.66666329;-74.701675415039063;-74.701675415039063
964333333.33332992;-74.516532897949219;-74.516532897949219
967999999.99999654;-74.797767639160156;-74.797767639160156
971666666.66666317;-74.856414794921875;-74.856414794921875
975333333.3333298;-74.6998291015625;-74.6998291015625
978999999.99999642;-74.722938537597656;-74.722938537597656
982666666.66666305;-74.467597961425781;-74.467597961425781
986333333.33332968;-74.862091064453125;-74.862091064453125
989999999.9999963;-74.260841369628906;-74.260841369628906
993666666.66666293;-74.677742004394531;-74.677742004394531
997333333.33332956;-74.630523681640625;-74.630523681640625
1000999999.9999962;-74.282562255859375;-74.282562255859375
1004666666.6666628;-73.445808410644531;-73.445808410644531
1008333333.3333294;-73.675331115722656;-73.675331115722656
1011999999.9999961;-74.048744201660156;-74.048744201660156
1015666666.6666627;-73.283203125;-73.283203125
1019333333.3333293;-73.5025634765625;-73.5025634765625
1022999999.9999959;-73.192390441894531;-73.192390441894531
1026666666.6666626;-72.944229125976563;-72.944229125976563
1030333333.3333292;-72.751983642578125;-72.751983642578125
1033999999.9999958;-72.43438720703125;-72.43438720703125
1037666666.6666625;-72.336753845214844;-72.336753845214844
1041333333.3333291;-72.441596984863281;-72.441596984863281
1044999999.9999957;-71.897529602050781;-71.897529602050781
1048666666.6666623;-72.3699951171875;-72.3699951171875
1052333333.333329;-72.407073974609375;-72.407073974609375
1055999999.9999956;-72.397308349609375;-72.397308349609375
1059666666.6666622;-72.649009704589844;-72.649009704589844
1063333333.3333288;-73.265579223632812;-73.265579223632812
1066999999.9999955;-73.228507995605469;-73.228507995605469
1070666666.6666621;-73.346542358398437;-73.346542358398437
1074333333.3333287;-73.710678100585937;-73.710678100585937
1077999999.9999955;-73.77838134765625;-73.77838134765625
1081666666.6666622;-73.737907409667969;-73.737907409667969
1085333333.333329;-73.564033508300781;-73.564033508300781
1088999999.9999957;-74.067665100097656;-74.067665100097656
1092666666.6666625;-73.937583923339844;-73.937583923339844
1096333333.3333292;-74.090858459472656;-74.090858459472656
1099999999.9999959;-74.141342163085938;-74.141342163085938
1103666666.6666627;-74.104537963867188;-74.104537963867188
1107333333.3333294;-74.531318664550781;-74.531318664550781
1110999999.9999962;-74.689498901367188;-74.689498901367188
1114666666.6666629;-73.967979431152344;-73.967979431152344
1118333333.3333297;-74.267776489257812;-74.267776489257812
1121999999.9999964;-74.045181274414063;-74.045181274414063
1125666666.6666632;-74.155754089355469;-74.155754089355469
1129333333.3333299;-73.972824096679688;-73.972824096679688
1132999999.9999967;-73.629096984863281;-73.629096984863281
1136666666.6666634;-72.886329650878906;-72.886329650878906
1140333333.3333302;-73.074783325195313;-73.074783325195313
1143999999.9999969;-72.985519409179688;-72.985519409179688
1147666666.6666636;-72.869110107421875;-72.869110107421875
1151333333.3333304;-72.489601135253906;-72.489601135253906
1154999999.9999971;-72.065528869628906;-72.065528869628906
1158666666.6666639;-72.0728759765625;-72.0728759765625
1162333333.3333306;-71.942588806152344;-71.942588806152344
1165999999.9999974;-71.670936584472656;-71.670936584472656
1169666666.6666641;-71.497329711914063;-71.497329711914063
1173333333.3333309;-71.368797302246094;-71.368797302246094
1176999999.9999976;-71.417121887207031;-71.417121887207031
1180666666.6666644;-71.392875671386719;-71.392875671386719
1184333333.3333311;-71.647956848144531;-71.647956848144531
1187999999.9999979;-71.797332763671875;-71.797332763671875
1191666666.6666646;-72.250701904296875;-72.250701904296875
1195333333.3333313;-72.454299926757813;-72.454299926757813
1198999999.9999981;-72.5218505859375;-72.5218505859375
1202666666.6666648;-72.595489501953125;-72.595489501953125
1206333333.3333316;-72.882865905761719;-72.882865905761719
1209999999.9999983;-73.252708435058594;-73.252708435058594
1213666666.6666651;-73.128364562988281;-73.128364562988281
1217333333.3333318;-73.082656860351562;-73.082656860351562
1220999999.9999986;-73.326248168945313;-73.326248168945313
1224666666.6666653;-73.812034606933594;-73.812034606933594
1228333333.3333321;-73.630783081054688;-73.630783081054688
1231999999.9999988;-73.796516418457031;-73.796516418457031
1235666666.6666656;-73.376655578613281;-73.376655578613281
1239333333.3333323;-73.449508666992188;-73.449508666992188
1242999999.999999;-73.689849853515625;-73.689849853515625
1246666666.6666658;-73.478363037109375;-73.478363037109375
1250333333.3333325;-73.471488952636719;-73.471488952636719
1253999999.9999993;-73.027122497558594;-73.027122497558594
1257666666.666666;-73.206520080566406;-73.206520080566406
1261333333.3333328;-73.130111694335938;-73.130111694335938
1264999999.9999995;-73.027816772460937;-73.027816772460937
1268666666.6666663;-72.717544555664063;-72.717544555664063
1272333333.333333;-72.133621215820313;-72.133621215820313
1275999999.9999998;-72.051628112792969;-72.051628112792969
1279666666.6666665;-72.344375610351563;-72.344375610351563
1283333333.3333333;-71.802650451660156;-71.802650451660156
1287000000;-71.734786987304688;-71.734786987304688
1290666666.6666667;-71.417549133300781;-71.417549133300781
1294333333.3333335;-71.344627380371094;-71.344627380371094
1298000000.0000002;-71.052574157714844;-71.052574157714844
1301666666.666667;-70.885185241699219;-70.885185241699219
1305333333.3333337;-71.136581420898437;-71.136581420898437
1309000000.0000005;-71.079345703125;-71.079345703125
1312666666.6666672;-70.415275573730469;-70.415275573730469
1316333333.333334;-71.031967163085937;-71.031967163085937
1320000000.0000007;-71.356063842773438;-71.356063842773438
1323666666.6666675;-71.967727661132812;-71.967727661132812
1327333333.3333342;-72.193344116210937;-72.193344116210937
1331000000.000001;-72.314178466796875;-72.314178466796875
1334666666.6666677;-72.435760498046875;-72.435760498046875
1338333333.3333344;-72.441055297851563;-72.441055297851563
1342000000.0000012;-72.822105407714844;-72.822105407714844
1345666666.6666679;-72.9200439453125;-72.9200439453125
1349333333.3333347;-72.93035888671875;-72.93035888671875
1353000000.0000014;-73.343391418457031;-73.343391418457031
1356666666.6666682;-73.354743957519531;-73.354743957519531
1360333333.3333349;-73.205528259277344;-73.205528259277344
1364000000.0000017;-73.1844482421875;-73.1844482421875
1367666666.6666684;-73.522476196289062;-73.522476196289062
1371333333.3333352;-73.553138732910156;-73.553138732910156
1375000000.0000019;-73.013229370117187;-73.013229370117187
1378666666.6666687;-73.427543640136719;-73.427543640136719
1382333333.3333354;-73.596473693847656;-73.596473693847656
1386000000.0000021;-73.026321411132813;-73.026321411132813
1389666666.6666689;-73.357620239257813;-73.357620239257813
1393333333.3333356;-72.771469116210937;-72.771469116210937
1397000000.0000024;-72.805099487304688;-72.805099487304688
1400666666.6666691;-73.017677307128906;-73.017677307128906
1404333333.3333359;-72.472732543945313;-72.472732543945313
1408000000.0000026;-72.053672790527344;-72.053672790527344
1411666666.6666694;-71.89959716796875;-71.89959716796875
1415333333.3333361;-71.567489624023438;-71.567489624023438
1419000000.0000029;-71.897529602050781;-71.897529602050781
1422666666.6666696;-71.551704406738281;-71.551704406738281
1426333333.3333364;-71.212974548339844;-71.212974548339844
1430000000.0000031;-71.122871398925781;-71.122871398925781
1433666666.6666698;-71.314651489257813;-71.314651489257813
1437333333.3333366;-71.181846618652344;-71.181846618652344
1441000000.0000033;-71.232803344726562;-71.232803344726562
1444666666.6666701;-71.516181945800781;-71.516181945800781
1448333333.3333368;-71.796577453613281;-71.796577453613281
1452000000.0000036;-72.121063232421875;-72.121063232421875
1455666666.6666703;-72.145896911621094;-72.145896911621094
1459333333.3333371;-72.466690063476562;-72.466690063476562
1463000000.0000038;-72.588691711425781;-72.588691711425781
1466666666.6666706;-72.682754516601563;-72.682754516601563
1470333333.3333373;-72.634376525878906;-72.634376525878906
1474000000.0000041;-73.032958984375;-73.032958984375
1477666666.6666708;-73.0556640625;-73.0556640625
1481333333.3333375;-73.000480651855469;-73.000480651855469
1485000000.0000043;-73.653144836425781;-73.653144836425781
1488666666.666671;-73.480094909667969;-73.480094909667969
1492333333.3333378;-73.731651306152344;-73.731651306152344
1496000000.0000045;-73.702522277832031;-73.702522277832031
1499666666.6666713;-73.652603149414063;-73.652603149414063
1503333333.333338;-73.425376892089844;-73.425376892089844
1507000000.0000048;-73.640922546386719;-73.640922546386719
1510666666.6666715;-73.475135803222656;-73.475135803222656
1514333333.3333383;-73.296607971191406;-73.296607971191406
1518000000.000005;-73.219863891601563;-73.219863891601563
1521666666.6666718;-73.122550964355469;-73.122550964355469
1525333333.3333385;-73.276412963867188;-73.276412963867188
1529000000.0000052;-73.054046630859375;-73.054046630859375
1532666666.666672;-72.709426879882813;-72.709426879882813
1536333333.3333387;-72.253341674804687;-72.253341674804687
1540000000.0000055;-72.580802917480469;-72.580802917480469
1543666666.6666722;-72.224456787109375;-72.224456787109375
1547333333.333339;-72.036933898925781;-72.036933898925781
1551000000.0000057;-71.506362915039063;-71.506362915039063
1554666666.6666725;-71.543655395507813;-71.543655395507813
1558333333.3333392;-71.717697143554688;-71.717697143554688
1562000000.000006;-71.292152404785156;-71.292152404785156
1565666666.6666727;-71.540069580078125;-71.540069580078125
1569333333.3333395;-70.963691711425781;-70.963691711425781
1573000000.0000062;-70.858345031738281;-70.858345031738281
1576666666.6666729;-71.321372985839844;-71.321372985839844
1580333333.3333397;-71.300804138183594;-71.300804138183594
1584000000.0000064;-71.719619750976563;-71.719619750976563
1587666666.6666732;-71.416801452636719;-71.416801452636719
1591333333.3333399;-71.859169006347656;-71.859169006347656
1595000000.0000067;-71.875968933105469;-71.875968933105469
1598666666.6666734;-71.931427001953125;-71.931427001953125
1602333333.3333402;-72.557266235351562;-72.557266235351562
1606000000.0000069;-72.32879638671875;-72.32879638671875
1609666666.6666737;-72.99560546875;-72.99560546875
1613333333.3333404;-72.756515502929688;-72.756515502929688
1617000000.0000072;-72.9427490234375;-72.9427490234375
1620666666.6666739;-72.692153930664063;-72.692153930664063
1624333333.3333406;-72.883232116699219;-72.883232116699219
1628000000.0000074;-72.865592956542969;-72.865592956542969
1631666666.6666741;-73.286170959472656;-73.286170959472656
1635333333.3333409;-72.977920532226563;-72.977920532226563
1639000000.0000076;-72.769905090332031;-72.769905090332031
1642666666.6666744;-72.524986267089844;-72.524986267089844
1646333333.3333411;-72.237190246582031;-72.237190246582031
1650000000.0000079;-72.180046081542969;-72.180046081542969
1653666666.6666746;-72.494453430175781;-72.494453430175781
1657333333.3333414;-72.229408264160156;-72.229408264160156
1661000000.0000081;-71.962173461914062;-71.962173461914062
1664666666.6666749;-72.110977172851562;-72.110977172851562
1668333333.3333416;-71.919319152832031;-71.919319152832031
1672000000.0000083;-71.405891418457031;-71.405891418457031
1675666666.6666751;-71.448982238769531;-71.448982238769531
1679333333.3333418;-70.993339538574219;-70.993339538574219
1683000000.0000086;-70.418235778808594;-70.418235778808594
1686666666.6666753;-70.854324340820313;-70.854324340820313
1690333333.3333421;-70.72515869140625;-70.72515869140625
1694000000.0000088;-70.552085876464844;-70.552085876464844
1697666666.6666756;-70.528038024902344;-70.528038024902344
1701333333.3333423;-70.448806762695312;-70.448806762695312
1705000000.0000091;-70.472602844238281;-70.472602844238281
1708666666.6666758;-70.5347900390625;-70.5347900390625
1712333333.3333426;-70.820602416992188;-70.820602416992188
1716000000.0000093;-71.05975341796875;-71.05975341796875
1719666666.666676;-71.104957580566406;-71.104957580566406
1723333333.3333428;-71.169898986816406;-71.169898986816406
1727000000.0000095;-71.446182250976563;-71.446182250976563
1730666666.6666763;-71.439010620117187;-71.439010620117187
1734333333.333343;-71.7459716796875;-71.7459716796875
1738000000.0000098;-71.477439880371094;-71.477439880371094
1741666666.6666765;-72.131294250488281;-72.131294250488281
1745333333.3333433;-72.210182189941406;-72.210182189941406
1749000000.00001;-72.064926147460938;-72.064926147460938
