Type;FSV-30;
Version;1.71 SP3;
Date;06.Aug 25;
Mode;ANALYZER;
Center Freq;11000000000.000000;Hz
Freq Offset;0.000000;Hz
Span;22000000000.000000;Hz
x-Axis;LIN;
Start;0.000000;Hz
Stop;22000000000.000000;Hz
Ref Level;-9.000000;dBm
Level Offset;0.000000;dB
Ref Position;100.000000;%
y-Axis;LOG;
Level Range;100.000000;dB
Rf Att;10.000000;dB
El Att;0.000000;dB
RBW;3000000.000000;Hz
VBW;5000.000000;Hz
SWT;1.440000;s
Trace Mode;CLR/WRITE;
Detector;AUTOPEAK;
Sweep Count;0;
Trace 1:;;
x-Unit;Hz;
y-Unit;dBm;
Preamplifier;OFF;
Transducer;OFF;
5771333333.3333864;-60.567768096923828;-60.567768096923828
5775000000.0000534;-60.846145629882812;-60.846145629882812
5778666666.6667204;-61.032127380371094;-61.032127380371094
5782333333.3333874;-60.259033203125;-60.259033203125
5786000000.0000544;-60.207256317138672;-60.207256317138672
5789666666.6667213;-60.516105651855469;-60.516105651855469
5793333333.3333883;-60.759990692138672;-60.759990692138672
5797000000.0000553;-60.565284729003906;-60.565284729003906
5800666666.6667223;-60.091796875;-60.091796875
5804333333.3333893;-60.732044219970703;-60.732044219970703
5808000000.0000563;-60.599185943603516;-60.599185943603516
5811666666.6667233;-60.645282745361328;-60.645282745361328
5815333333.3333902;-61.055561065673828;-61.055561065673828
5819000000.0000572;-61.069747924804688;-61.069747924804688
5822666666.6667242;-61.042884826660156;-61.042884826660156
5826333333.3333912;-61.087863922119141;-61.087863922119141
5830000000.0000582;-61.004997253417969;-61.004997253417969
5833666666.6667252;-60.727405548095703;-60.727405548095703
5837333333.3333921;-60.810882568359375;-60.810882568359375
5841000000.0000591;-61.166946411132813;-61.166946411132813
5844666666.6667261;-61.087581634521484;-61.087581634521484
5848333333.3333931;-60.863368988037109;-60.863368988037109
5852000000.0000601;-60.646400451660156;-60.646400451660156
5855666666.6667271;-60.948101043701172;-60.948101043701172
5859333333.3333941;-60.728328704833984;-60.728328704833984
5863000000.000061;-60.7210693359375;-60.7210693359375
5866666666.666728;-61.079822540283203;-61.079822540283203
5870333333.333395;-61.033493041992188;-61.033493041992188
5874000000.000062;-60.801567077636719;-60.801567077636719
5877666666.666729;-60.654701232910156;-60.654701232910156
5881333333.333396;-60.924015045166016;-60.924015045166016
5885000000.0000629;-60.566444396972656;-60.566444396972656
5888666666.6667299;-60.493419647216797;-60.493419647216797
5892333333.3333969;-60.577671051025391;-60.577671051025391
5896000000.0000639;-60.626800537109375;-60.626800537109375
5899666666.6667309;-60.596565246582031;-60.596565246582031
5903333333.3333979;-60.222560882568359;-60.222560882568359
5907000000.0000648;-60.271728515625;-60.271728515625
5910666666.6667318;-60.954387664794922;-60.954387664794922
5914333333.3333988;-60.649070739746094;-60.649070739746094
5918000000.0000658;-60.767452239990234;-60.767452239990234
5921666666.6667328;-61.12109375;-61.12109375
5925333333.3333998;-60.467678070068359;-60.467678070068359
5929000000.0000668;-60.835018157958984;-60.835018157958984
5932666666.6667337;-60.849525451660156;-60.849525451660156
5936333333.3334007;-60.957149505615234;-60.957149505615234
5940000000.0000677;-60.748577117919922;-60.748577117919922
5943666666.6667347;-60.973041534423828;-60.973041534423828
5947333333.3334017;-60.759632110595703;-60.759632110595703
5951000000.0000687;-60.420303344726563;-60.420303344726563
5954666666.6667356;-61.093955993652344;-61.093955993652344
5958333333.3334026;-60.909366607666016;-60.909366607666016
5962000000.0000696;-60.933670043945313;-60.933670043945313
5965666666.6667366;-60.957389831542969;-60.957389831542969
5969333333.3334036;-61.018207550048828;-61.018207550048828
5973000000.0000706;-60.907379150390625;-60.907379150390625
5976666666.6667376;-61.009857177734375;-61.009857177734375
5980333333.3334045;-60.866878509521484;-60.866878509521484
5984000000.0000715;-61.457901000976563;-61.457901000976563
5987666666.6667385;-60.655319213867187;-60.655319213867187
5991333333.3334055;-61.114006042480469;-61.114006042480469
5995000000.0000725;-61.120277404785156;-61.120277404785156
5998666666.6667395;-61.238483428955078;-61.238483428955078
6002333333.3334064;-61.124591827392578;-61.124591827392578
6006000000.0000734;-60.830257415771484;-60.830257415771484
6009666666.6667404;-61.250331878662109;-61.250331878662109
6013333333.3334074;-61.402557373046875;-61.402557373046875
6017000000.0000744;-60.86474609375;-60.86474609375
6020666666.6667414;-61.393566131591797;-61.393566131591797
6024333333.3334084;-60.976863861083984;-60.976863861083984
6028000000.0000753;-61.01788330078125;-61.01788330078125
6031666666.6667423;-60.996295928955078;-60.996295928955078
6035333333.3334093;-61.262256622314453;-61.262256622314453
6039000000.0000763;-61.032855987548828;-61.032855987548828
6042666666.6667433;-61.039093017578125;-61.039093017578125
6046333333.3334103;-60.975681304931641;-60.975681304931641
6050000000.0000772;-60.464351654052734;-60.464351654052734
6053666666.6667442;-60.594009399414063;-60.594009399414063
6057333333.3334112;-60.975555419921875;-60.975555419921875
6061000000.0000782;-60.758174896240234;-60.758174896240234
6064666666.6667452;-60.331912994384766;-60.331912994384766
6068333333.3334122;-60.413394927978516;-60.413394927978516
6072000000.0000792;-60.400016784667969;-60.400016784667969
6075666666.6667461;-60.88641357421875;-60.88641357421875
6079333333.3334131;-60.806980133056641;-60.806980133056641
6083000000.0000801;-60.734352111816406;-60.734352111816406
6086666666.6667471;-60.573066711425781;-60.573066711425781
6090333333.3334141;-61.133388519287109;-61.133388519287109
6094000000.0000811;-60.629776000976562;-60.629776000976562
6097666666.666748;-60.5421142578125;-60.5421142578125
6101333333.333415;-60.859161376953125;-60.859161376953125
6105000000.000082;-60.717521667480469;-60.717521667480469
6108666666.666749;-60.848670959472656;-60.848670959472656
6112333333.333416;-60.937156677246094;-60.937156677246094
6116000000.000083;-60.752048492431641;-60.752048492431641
6119666666.66675;-60.963916778564453;-60.963916778564453
6123333333.3334169;-61.210159301757812;-61.210159301757812
6127000000.0000839;-61.171501159667969;-61.171501159667969
6130666666.6667509;-61.029613494873047;-61.029613494873047
6134333333.3334179;-61.05694580078125;-61.05694580078125
6138000000.0000849;-60.774364471435547;-60.774364471435547
6141666666.6667519;-60.895671844482422;-60.895671844482422
6145333333.3334188;-61.0828857421875;-61.0828857421875
6149000000.0000858;-60.704154968261719;-60.704154968261719
6152666666.6667528;-60.519428253173828;-60.519428253173828
6156333333.3334198;-60.111778259277344;-60.111778259277344
6160000000.0000868;-60.519344329833984;-60.519344329833984
6163666666.6667538;-60.261894226074219;-60.261894226074219
6167333333.3334208;-60.409091949462891;-60.409091949462891
6171000000.0000877;-60.230022430419922;-60.230022430419922
6174666666.6667547;-60.449012756347656;-60.449012756347656
6178333333.3334217;-60.885890960693359;-60.885890960693359
6182000000.0000887;-60.6419677734375;-60.6419677734375
6185666666.6667557;-60.750537872314453;-60.750537872314453
6189333333.3334227;-60.187515258789063;-60.187515258789063
6193000000.0000896;-60.416679382324219;-60.416679382324219
6196666666.6667566;-60.375759124755859;-60.375759124755859
6200333333.3334236;-60.116348266601563;-60.116348266601563
6204000000.0000906;-60.335819244384766;-60.335819244384766
6207666666.6667576;-60.429508209228516;-60.429508209228516
6211333333.3334246;-60.610134124755859;-60.610134124755859
6215000000.0000916;-60.539497375488281;-60.539497375488281
6218666666.6667585;-60.424957275390625;-60.424957275390625
6222333333.3334255;-60.526035308837891;-60.526035308837891
6226000000.0000925;-60.365413665771484;-60.365413665771484
6229666666.6667595;-60.662464141845703;-60.662464141845703
6233333333.3334265;-60.345466613769531;-60.345466613769531
6237000000.0000935;-60.572891235351563;-60.572891235351563
6240666666.6667604;-61.002643585205078;-61.002643585205078
6244333333.3334274;-60.624721527099609;-60.624721527099609
6248000000.0000944;-60.553775787353516;-60.553775787353516
6251666666.6667614;-60.571712493896484;-60.571712493896484
6255333333.3334284;-60.419013977050781;-60.419013977050781
6259000000.0000954;-60.609607696533203;-60.609607696533203
6262666666.6667624;-60.450832366943359;-60.450832366943359
6266333333.3334293;-60.700740814208984;-60.700740814208984
6270000000.0000963;-60.668422698974609;-60.668422698974609
6273666666.6667633;-60.989322662353516;-60.989322662353516
6277333333.3334303;-61.084831237792969;-61.084831237792969
6281000000.0000973;-60.898933410644531;-60.898933410644531
6284666666.6667643;-61.029067993164062;-61.029067993164062
6288333333.3334312;-60.761825561523438;-60.761825561523438
6292000000.0000982;-60.485923767089844;-60.485923767089844
6295666666.6667652;-60.535968780517578;-60.535968780517578
6299333333.3334322;-60.542503356933594;-60.542503356933594
6303000000.0000992;-60.237403869628906;-60.237403869628906
6306666666.6667662;-60.1937255859375;-60.1937255859375
6310333333.3334332;-60.330745697021484;-60.330745697021484
6314000000.0001001;-59.996280670166016;-59.996280670166016
6317666666.6667671;-59.9224853515625;-59.9224853515625
6321333333.3334341;-60.108078002929688;-60.108078002929688
6325000000.0001011;-60.290645599365234;-60.290645599365234
6328666666.6667681;-60.459030151367188;-60.459030151367188
6332333333.3334351;-60.457359313964844;-60.457359313964844
6336000000.000102;-60.638347625732422;-60.638347625732422
6339666666.666769;-60.173877716064453;-60.173877716064453
6343333333.333436;-60.478218078613281;-60.478218078613281
6347000000.000103;-60.849327087402344;-60.849327087402344
6350666666.66677;-60.407894134521484;-60.407894134521484
6354333333.333437;-60.214550018310547;-60.214550018310547
6358000000.000104;-60.246082305908203;-60.246082305908203
6361666666.6667709;-60.984943389892578;-60.984943389892578
6365333333.3334379;-60.750114440917969;-60.750114440917969
6369000000.0001049;-61.054767608642578;-61.054767608642578
6372666666.6667719;-60.749252319335937;-60.749252319335937
6376333333.3334389;-60.832126617431641;-60.832126617431641
6380000000.0001059;-61.309551239013672;-61.309551239013672
6383666666.6667728;-61.386581420898438;-61.386581420898438
6387333333.3334398;-61.045322418212891;-61.045322418212891
6391000000.0001068;-61.302452087402344;-61.302452087402344
6394666666.6667738;-61.236518859863281;-61.236518859863281
6398333333.3334408;-61.063129425048828;-61.063129425048828
6402000000.0001078;-61.093563079833984;-61.093563079833984
6405666666.6667747;-61.060398101806641;-61.060398101806641
6409333333.3334417;-61.135444641113281;-61.135444641113281
6413000000.0001087;-61.100833892822266;-61.100833892822266
6416666666.6667757;-60.829456329345703;-60.829456329345703
6420333333.3334427;-60.823165893554687;-60.823165893554687
6424000000.0001097;-60.788959503173828;-60.788959503173828
6427666666.6667767;-60.886905670166016;-60.886905670166016
6431333333.3334436;-60.622196197509766;-60.622196197509766
6435000000.0001106;-60.679458618164062;-60.679458618164062
6438666666.6667776;-60.751533508300781;-60.751533508300781
6442333333.3334446;-60.669044494628906;-60.669044494628906
6446000000.0001116;-60.651275634765625;-60.651275634765625
6449666666.6667786;-60.741710662841797;-60.741710662841797
6453333333.3334455;-60.775581359863281;-60.775581359863281
6457000000.0001125;-60.57696533203125;-60.57696533203125
6460666666.6667795;-60.763107299804688;-60.763107299804688
6464333333.3334465;-60.518753051757812;-60.518753051757812
6468000000.0001135;-60.462223052978516;-60.462223052978516
6471666666.6667805;-60.409923553466797;-60.409923553466797
6475333333.3334475;-60.51055908203125;-60.51055908203125
6479000000.0001144;-60.213108062744141;-60.213108062744141
6482666666.6667814;-60.505859375;-60.505859375
6486333333.3334484;-60.844963073730469;-60.844963073730469
6490000000.0001154;-60.737998962402344;-60.737998962402344
6493666666.6667824;-60.923011779785156;-60.923011779785156
6497333333.3334494;-60.743793487548828;-60.743793487548828
6501000000.0001163;-60.748851776123047;-60.748851776123047
6504666666.6667833;-60.938934326171875;-60.938934326171875
6508333333.3334503;-61.031139373779297;-61.031139373779297
6512000000.0001173;-60.501384735107422;-60.501384735107422
6515666666.6667843;-60.812873840332031;-60.812873840332031
6519333333.3334513;-61.007537841796875;-61.007537841796875
6523000000.0001183;-61.223175048828125;-61.223175048828125
6526666666.6667852;-61.1326904296875;-61.1326904296875
6530333333.3334522;-60.918716430664062;-60.918716430664062
6534000000.0001192;-60.988193511962891;-60.988193511962891
6537666666.6667862;-61.143684387207031;-61.143684387207031
6541333333.3334532;-60.911975860595703;-60.911975860595703
6545000000.0001202;-61.063438415527344;-61.063438415527344
6548666666.6667871;-60.64801025390625;-60.64801025390625
6552333333.3334541;-60.916690826416016;-60.916690826416016
6556000000.0001211;-60.573894500732422;-60.573894500732422
6559666666.6667881;-60.789451599121094;-60.789451599121094
6563333333.3334551;-60.834911346435547;-60.834911346435547
6567000000.0001221;-60.692920684814453;-60.692920684814453
6570666666.6667891;-60.580715179443359;-60.580715179443359
6574333333.333456;-60.025604248046875;-60.025604248046875
6578000000.000123;-60.184864044189453;-60.184864044189453
6581666666.66679;-60.238269805908203;-60.238269805908203
6585333333.333457;-60.356700897216797;-60.356700897216797
6589000000.000124;-60.077701568603516;-60.077701568603516
6592666666.666791;-60.476383209228516;-60.476383209228516
6596333333.3334579;-60.329608917236328;-60.329608917236328
6600000000.0001249;-60.293674468994141;-60.293674468994141
6603666666.6667919;-60.563316345214844;-60.563316345214844
6607333333.3334589;-60.594131469726563;-60.594131469726563
6611000000.0001259;-60.345634460449219;-60.345634460449219
6614666666.6667929;-60.855602264404297;-60.855602264404297
6618333333.3334599;-60.597446441650391;-60.597446441650391
6622000000.0001268;-60.462802886962891;-60.462802886962891
6625666666.6667938;-60.898715972900391;-60.898715972900391
6629333333.3334608;-60.622264862060547;-60.622264862060547
6633000000.0001278;-61.193557739257813;-61.193557739257813
6636666666.6667948;-60.87286376953125;-60.87286376953125
6640333333.3334618;-60.940658569335937;-60.940658569335937
6644000000.0001287;-60.766448974609375;-60.766448974609375
6647666666.6667957;-61.073513031005859;-61.073513031005859
6651333333.3334627;-60.786506652832031;-60.786506652832031
6655000000.0001297;-61.087055206298828;-61.087055206298828
6658666666.6667967;-61.321887969970703;-61.321887969970703
6662333333.3334637;-60.744998931884766;-60.744998931884766
6666000000.0001307;-61.074146270751953;-61.074146270751953
6669666666.6667976;-60.951915740966797;-60.951915740966797
6673333333.3334646;-60.993270874023438;-60.993270874023438
6677000000.0001316;-60.751205444335938;-60.751205444335938
6680666666.6667986;-60.700351715087891;-60.700351715087891
6684333333.3334656;-60.406681060791016;-60.406681060791016
6688000000.0001326;-60.517604827880859;-60.517604827880859
6691666666.6667995;-60.810962677001953;-60.810962677001953
6695333333.3334665;-60.634048461914062;-60.634048461914062
6699000000.0001335;-60.428569793701172;-60.428569793701172
6702666666.6668005;-60.490676879882813;-60.490676879882813
6706333333.3334675;-60.284317016601563;-60.284317016601563
6710000000.0001345;-60.154220581054688;-60.154220581054688
6713666666.6668015;-60.593799591064453;-60.593799591064453
6717333333.3334684;-60.215118408203125;-60.215118408203125
6721000000.0001354;-60.50335693359375;-60.50335693359375
6724666666.6668024;-60.446277618408203;-60.446277618408203
6728333333.3334694;-60.527534484863281;-60.527534484863281
6732000000.0001364;-60.854701995849609;-60.854701995849609
6735666666.6668034;-60.512264251708984;-60.512264251708984
6739333333.3334703;-61.096122741699219;-61.096122741699219
6743000000.0001373;-60.984756469726563;-60.984756469726563
6746666666.6668043;-60.888973236083984;-60.888973236083984
6750333333.3334713;-61.057430267333984;-61.057430267333984
6754000000.0001383;-61.329517364501953;-61.329517364501953
6757666666.6668053;-61.491889953613281;-61.491889953613281
6761333333.3334723;-61.585250854492187;-61.585250854492187
6765000000.0001392;-61.634193420410156;-61.634193420410156
6768666666.6668062;-61.522785186767578;-61.522785186767578
6772333333.3334732;-61.411811828613281;-61.411811828613281
6776000000.0001402;-61.80377197265625;-61.80377197265625
6779666666.6668072;-61.814464569091797;-61.814464569091797
6783333333.3334742;-61.762653350830078;-61.762653350830078
6787000000.0001411;-61.719612121582031;-61.719612121582031
6790666666.6668081;-61.759120941162109;-61.759120941162109
6794333333.3334751;-61.568519592285156;-61.568519592285156
6798000000.0001421;-61.642436981201172;-61.642436981201172
6801666666.6668091;-61.454368591308594;-61.454368591308594
6805333333.3334761;-61.687030792236328;-61.687030792236328
6809000000.0001431;-61.676467895507813;-61.676467895507813
6812666666.66681;-61.287696838378906;-61.287696838378906
6816333333.333477;-61.439659118652344;-61.439659118652344
6820000000.000144;-61.449840545654297;-61.449840545654297
6823666666.666811;-61.530075073242188;-61.530075073242188
6827333333.333478;-61.402683258056641;-61.402683258056641
6831000000.000145;-61.518135070800781;-61.518135070800781
6834666666.6668119;-61.440517425537109;-61.440517425537109
6838333333.3334789;-61.356292724609375;-61.356292724609375
6842000000.0001459;-61.163818359375;-61.163818359375
6845666666.6668129;-61.300994873046875;-61.300994873046875
6849333333.3334799;-61.163558959960938;-61.163558959960938
6853000000.0001469;-61.153865814208984;-61.153865814208984
6856666666.6668139;-60.909248352050781;-60.909248352050781
6860333333.3334808;-61.323421478271484;-61.323421478271484
6864000000.0001478;-61.443546295166016;-61.443546295166016
6867666666.6668148;-61.1500244140625;-61.1500244140625
6871333333.3334818;-61.207149505615234;-61.207149505615234
6875000000.0001488;-61.180248260498047;-61.180248260498047
6878666666.6668158;-61.857166290283203;-61.857166290283203
6882333333.3334827;-61.823638916015625;-61.823638916015625
6886000000.0001497;-61.690834045410156;-61.690834045410156
6889666666.6668167;-61.662548065185547;-61.662548065185547
6893333333.3334837;-61.653881072998047;-61.653881072998047
6897000000.0001507;-61.721675872802734;-61.721675872802734
6900666666.6668177;-61.795021057128906;-61.795021057128906
6904333333.3334846;-61.581104278564453;-61.581104278564453
6908000000.0001516;-61.615741729736328;-61.615741729736328
6911666666.6668186;-61.813865661621094;-61.813865661621094
6915333333.3334856;-61.666072845458984;-61.666072845458984
6919000000.0001526;-61.378475189208984;-61.378475189208984
6922666666.6668196;-61.692409515380859;-61.692409515380859
6926333333.3334866;-61.713451385498047;-61.713451385498047
6930000000.0001535;-61.779518127441406;-61.779518127441406
6933666666.6668205;-61.688274383544922;-61.688274383544922
6937333333.3334875;-61.732410430908203;-61.732410430908203
6941000000.0001545;-61.303855895996094;-61.303855895996094
6944666666.6668215;-61.343940734863281;-61.343940734863281
6948333333.3334885;-61.557804107666016;-61.557804107666016
6952000000.0001554;-61.615280151367187;-61.615280151367187
6955666666.6668224;-61.668727874755859;-61.668727874755859
6959333333.3334894;-61.503631591796875;-61.503631591796875
6963000000.0001564;-61.521640777587891;-61.521640777587891
6966666666.6668234;-61.343681335449219;-61.343681335449219
6970333333.3334904;-61.171882629394531;-61.171882629394531
6974000000.0001574;-61.716342926025391;-61.716342926025391
6977666666.6668243;-61.504585266113281;-61.504585266113281
6981333333.3334913;-61.566600799560547;-61.566600799560547
6985000000.0001583;-61.702560424804687;-61.702560424804687
6988666666.6668253;-62.017852783203125;-62.017852783203125
6992333333.3334923;-62.045806884765625;-62.045806884765625
6996000000.0001593;-61.885398864746094;-61.885398864746094
6999666666.6668262;-58.970413208007813;-58.970413208007813
7003333333.3334932;-59.465545654296875;-59.465545654296875
7007000000.0001602;-59.433624267578125;-59.433624267578125
7010666666.6668272;-59.443523406982422;-59.443523406982422
7014333333.3334942;-59.467529296875;-59.467529296875
7018000000.0001612;-59.159061431884766;-59.159061431884766
7021666666.6668282;-59.444931030273437;-59.444931030273437
7025333333.3334951;-59.553707122802734;-59.553707122802734
7029000000.0001621;-59.469001770019531;-59.469001770019531
7032666666.6668291;-59.424026489257812;-59.424026489257812
7036333333.3334961;-59.881763458251953;-59.881763458251953
7040000000.0001631;-59.478614807128906;-59.478614807128906
7043666666.6668301;-59.758438110351563;-59.758438110351563
7047333333.333497;-59.537391662597656;-59.537391662597656
7051000000.000164;-59.486980438232422;-59.486980438232422
7054666666.666831;-59.432579040527344;-59.432579040527344
7058333333.333498;-59.468357086181641;-59.468357086181641
7062000000.000165;-59.115383148193359;-59.115383148193359
7065666666.666832;-59.275337219238281;-59.275337219238281
7069333333.333499;-59.316555023193359;-59.316555023193359
7073000000.0001659;-59.510677337646484;-59.510677337646484
7076666666.6668329;-59.283794403076172;-59.283794403076172
7080333333.3334999;-59.160243988037109;-59.160243988037109
7084000000.0001669;-59.069271087646484;-59.069271087646484
7087666666.6668339;-58.807796478271484;-58.807796478271484
7091333333.3335009;-59.046295166015625;-59.046295166015625
7095000000.0001678;-58.794635772705078;-58.794635772705078
7098666666.6668348;-59.052852630615234;-59.052852630615234
7102333333.3335018;-58.884311676025391;-58.884311676025391
7106000000.0001688;-58.783069610595703;-58.783069610595703
7109666666.6668358;-58.765499114990234;-58.765499114990234
7113333333.3335028;-58.688987731933594;-58.688987731933594
7117000000.0001698;-58.765743255615234;-58.765743255615234
7120666666.6668367;-58.558925628662109;-58.558925628662109
7124333333.3335037;-58.722911834716797;-58.722911834716797
7128000000.0001707;-58.828182220458984;-58.828182220458984
7131666666.6668377;-59.31219482421875;-59.31219482421875
7135333333.3335047;-58.586204528808594;-58.586204528808594
7139000000.0001717;-58.912826538085938;-58.912826538085938
7142666666.6668386;-59.204730987548828;-59.204730987548828
7146333333.3335056;-59.196823120117188;-59.196823120117188
7150000000.0001726;-59.376499176025391;-59.376499176025391
7153666666.6668396;-58.899768829345703;-58.899768829345703
7157333333.3335066;-59.182327270507813;-59.182327270507813
7161000000.0001736;-58.864486694335938;-58.864486694335938
7164666666.6668406;-58.724357604980469;-58.724357604980469
7168333333.3335075;-58.906707763671875;-58.906707763671875
7172000000.0001745;-58.744434356689453;-58.744434356689453
7175666666.6668415;-58.837242126464844;-58.837242126464844
7179333333.3335085;-59.037433624267578;-59.037433624267578
7183000000.0001755;-59.025653839111328;-59.025653839111328
7186666666.6668425;-58.846187591552734;-58.846187591552734
7190333333.3335094;-58.757434844970703;-58.757434844970703
7194000000.0001764;-58.592559814453125;-58.592559814453125
7197666666.6668434;-58.527706146240234;-58.527706146240234
7201333333.3335104;-58.872707366943359;-58.872707366943359
7205000000.0001774;-58.906604766845703;-58.906604766845703
7208666666.6668444;-59.037246704101563;-59.037246704101563
7212333333.3335114;-58.723731994628906;-58.723731994628906
7216000000.0001783;-58.800373077392578;-58.800373077392578
7219666666.6668453;-58.599685668945313;-58.599685668945313
7223333333.3335123;-58.704532623291016;-58.704532623291016
7227000000.0001793;-58.722267150878906;-58.722267150878906
7230666666.6668463;-58.743709564208984;-58.743709564208984
7234333333.3335133;-58.905498504638672;-58.905498504638672
7238000000.0001802;-58.947208404541016;-58.947208404541016
7241666666.6668472;-59.005840301513672;-59.005840301513672
7245333333.3335142;-58.809673309326172;-58.809673309326172
7249000000.0001812;-59.025550842285156;-59.025550842285156
7252666666.6668482;-58.948963165283203;-58.948963165283203
7256333333.3335152;-58.87255859375;-58.87255859375
7260000000.0001822;-58.943744659423828;-58.943744659423828
7263666666.6668491;-58.626056671142578;-58.626056671142578
7267333333.3335161;-58.829246520996094;-58.829246520996094
7271000000.0001831;-58.707447052001953;-58.707447052001953
7274666666.6668501;-58.998607635498047;-58.998607635498047
7278333333.3335171;-59.103889465332031;-59.103889465332031
7282000000.0001841;-59.103748321533203;-59.103748321533203
7285666666.666851;-59.117424011230469;-59.117424011230469
7289333333.333518;-59.254955291748047;-59.254955291748047
7293000000.000185;-58.669635772705078;-58.669635772705078
7296666666.666852;-58.870395660400391;-58.870395660400391
7300333333.333519;-59.147247314453125;-59.147247314453125
7304000000.000186;-59.096752166748047;-59.096752166748047
7307666666.666853;-58.899982452392578;-58.899982452392578
7311333333.3335199;-59.293746948242188;-59.293746948242188
7315000000.0001869;-59.080997467041016;-59.080997467041016
7318666666.6668539;-59.353740692138672;-59.353740692138672
7322333333.3335209;-59.103912353515625;-59.103912353515625
7326000000.0001879;-59.195899963378906;-59.195899963378906
7329666666.6668549;-59.684825897216797;-59.684825897216797
7333333333.3335218;-59.262096405029297;-59.262096405029297
7337000000.0001888;-59.028331756591797;-59.028331756591797
7340666666.6668558;-59.403438568115234;-59.403438568115234
7344333333.3335228;-59.536026000976563;-59.536026000976563
7348000000.0001898;-58.708000183105469;-58.708000183105469
7351666666.6668568;-59.08038330078125;-59.08038330078125
7355333333.3335238;-59.034202575683594;-59.034202575683594
7359000000.0001907;-59.131202697753906;-59.131202697753906
7362666666.6668577;-59.299598693847656;-59.299598693847656
7366333333.3335247;-59.330940246582031;-59.330940246582031
7370000000.0001917;-59.340305328369141;-59.340305328369141
7373666666.6668587;-59.514739990234375;-59.514739990234375
7377333333.3335257;-59.469871520996094;-59.469871520996094
7381000000.0001926;-60.000125885009766;-60.000125885009766
7384666666.6668596;-59.649250030517578;-59.649250030517578
7388333333.3335266;-59.936050415039062;-59.936050415039062
7392000000.0001936;-60.015872955322266;-60.015872955322266
7395666666.6668606;-60.146278381347656;-60.146278381347656
7399333333.3335276;-60.20977783203125;-60.20977783203125
7403000000.0001945;-60.177425384521484;-60.177425384521484
7406666666.6668615;-60.222942352294922;-60.222942352294922
7410333333.3335285;-60.138500213623047;-60.138500213623047
7414000000.0001955;-60.284378051757813;-60.284378051757813
7417666666.6668625;-60.225101470947266;-60.225101470947266
7421333333.3335295;-60.376571655273437;-60.376571655273437
7425000000.0001965;-60.8267822265625;-60.8267822265625
7428666666.6668634;-60.207420349121094;-60.207420349121094
7432333333.3335304;-60.273693084716797;-60.273693084716797
7436000000.0001974;-60.408531188964844;-60.408531188964844
7439666666.6668644;-60.442558288574219;-60.442558288574219
7443333333.3335314;-60.423351287841797;-60.423351287841797
7447000000.0001984;-60.308292388916016;-60.308292388916016
7450666666.6668653;-60.353382110595703;-60.353382110595703
7454333333.3335323;-60.385204315185547;-60.385204315185547
7458000000.0001993;-60.446598052978516;-60.446598052978516
7461666666.6668663;-60.434177398681641;-60.434177398681641
7465333333.3335333;-60.44976806640625;-60.44976806640625
7469000000.0002003;-60.407405853271484;-60.407405853271484
7472666666.6668673;-60.245876312255859;-60.245876312255859
7476333333.3335342;-60.177654266357422;-60.177654266357422
7480000000.0002012;-60.333911895751953;-60.333911895751953
7483666666.6668682;-60.309715270996094;-60.309715270996094
7487333333.3335352;-60.176937103271484;-60.176937103271484
7491000000.0002022;-60.611087799072266;-60.611087799072266
7494666666.6668692;-60.701759338378906;-60.701759338378906
7498333333.3335361;-60.5194091796875;-60.5194091796875
7502000000.0002031;-60.353492736816406;-60.353492736816406
7505666666.6668701;-60.267604827880859;-60.267604827880859
7509333333.3335371;-60.320972442626953;-60.320972442626953
7513000000.0002041;-60.269882202148438;-60.269882202148438
7516666666.6668711;-60.167072296142578;-60.167072296142578
7520333333.3335381;-60.078361511230469;-60.078361511230469
7524000000.000205;-60.331462860107422;-60.331462860107422
7527666666.666872;-60.062808990478516;-60.062808990478516
7531333333.333539;-60.126358032226563;-60.126358032226563
7535000000.000206;-60.103691101074219;-60.103691101074219
7538666666.666873;-60.425910949707031;-60.425910949707031
7542333333.33354;-60.066715240478516;-60.066715240478516
7546000000.0002069;-60.278835296630859;-60.278835296630859
7549666666.6668739;-60.282497406005859;-60.282497406005859
7553333333.3335409;-60.276039123535156;-60.276039123535156
7557000000.0002079;-60.308071136474609;-60.308071136474609
7560666666.6668749;-60.360774993896484;-60.360774993896484
7564333333.3335419;-60.656536102294922;-60.656536102294922
7568000000.0002089;-60.514167785644531;-60.514167785644531
7571666666.6668758;-60.719005584716797;-60.719005584716797
7575333333.3335428;-60.509803771972656;-60.509803771972656
7579000000.0002098;-60.954639434814453;-60.954639434814453
7582666666.6668768;-61.013423919677734;-61.013423919677734
7586333333.3335438;-61.119026184082031;-61.119026184082031
7590000000.0002108;-60.78955078125;-60.78955078125
7593666666.6668777;-60.524696350097656;-60.524696350097656
7597333333.3335447;-60.840335845947266;-60.840335845947266
7601000000.0002117;-60.91644287109375;-60.91644287109375
7604666666.6668787;-61.019668579101563;-61.019668579101563
7608333333.3335457;-61.005657196044922;-61.005657196044922
7612000000.0002127;-60.914096832275391;-60.914096832275391
7615666666.6668797;-60.666221618652344;-60.666221618652344
7619333333.3335466;-61.010299682617188;-61.010299682617188
7623000000.0002136;-60.978507995605469;-60.978507995605469
7626666666.6668806;-60.738811492919922;-60.738811492919922
7630333333.3335476;-60.582630157470703;-60.582630157470703
