Type;FSV-30;
Version;1.71 SP3;
Date;06.Aug 25;
Mode;ANALYZER;
Center Freq;11000000000.000000;Hz
Freq Offset;0.000000;Hz
Span;22000000000.000000;Hz
x-Axis;LIN;
Start;0.000000;Hz
Stop;22000000000.000000;Hz
Ref Level;-9.000000;dBm
Level Offset;0.000000;dB
Ref Position;100.000000;%
y-Axis;LOG;
Level Range;100.000000;dB
Rf Att;10.000000;dB
El Att;0.000000;dB
RBW;3000000.000000;Hz
VBW;5000.000000;Hz
SWT;1.440000;s
Trace Mode;CLR/WRITE;
Detector;AUTOPEAK;
Sweep Count;0;
Trace 1:;;
x-Unit;Hz;
y-Unit;dBm;
Preamplifier;OFF;
Transducer;OFF;
2746333333.3333259;-62.067363739013672;-62.067363739013672
2749999999.9999924;-62.085212707519531;-62.085212707519531
2753666666.6666589;-61.816310882568359;-61.816310882568359
2757333333.3333254;-61.931415557861328;-61.931415557861328
2760999999.9999919;-62.502468109130859;-62.502468109130859
2764666666.6666584;-62.231666564941406;-62.231666564941406
2768333333.3333249;-62.177288055419922;-62.177288055419922
2771999999.9999914;-62.393825531005859;-62.393825531005859
2775666666.6666579;-62.680007934570313;-62.680007934570313
2779333333.3333244;-62.375106811523438;-62.375106811523438
2782999999.9999909;-62.103126525878906;-62.103126525878906
2786666666.6666574;-62.497165679931641;-62.497165679931641
2790333333.333324;-62.639308929443359;-62.639308929443359
2793999999.9999905;-62.373817443847656;-62.373817443847656
2797666666.666657;-62.557521820068359;-62.557521820068359
2801333333.3333235;-62.792858123779297;-62.792858123779297
2804999999.99999;-63.076332092285156;-63.076332092285156
2808666666.6666565;-62.515907287597656;-62.515907287597656
2812333333.333323;-63.069339752197266;-63.069339752197266
2815999999.9999895;-62.858283996582031;-62.858283996582031
2819666666.666656;-63.143840789794922;-63.143840789794922
2823333333.3333225;-62.881473541259766;-62.881473541259766
2826999999.999989;-62.578468322753906;-62.578468322753906
2830666666.6666555;-62.965476989746094;-62.965476989746094
2834333333.333322;-62.380199432373047;-62.380199432373047
2837999999.9999886;-62.501224517822266;-62.501224517822266
2841666666.6666551;-62.284515380859375;-62.284515380859375
2845333333.3333216;-61.964485168457031;-61.964485168457031
2848999999.9999881;-61.763088226318359;-61.763088226318359
2852666666.6666546;-61.428642272949219;-61.428642272949219
2856333333.3333211;-61.163673400878906;-61.163673400878906
2859999999.9999876;-61.042400360107422;-61.042400360107422
2863666666.6666541;-61.15972900390625;-61.15972900390625
2867333333.3333206;-61.2498779296875;-61.2498779296875
2870999999.9999871;-60.840919494628906;-60.840919494628906
2874666666.6666536;-60.748935699462891;-60.748935699462891
2878333333.3333201;-60.472232818603516;-60.472232818603516
2881999999.9999866;-60.286666870117188;-60.286666870117188
2885666666.6666532;-60.607223510742188;-60.607223510742188
2889333333.3333197;-60.534603118896484;-60.534603118896484
2892999999.9999862;-60.049137115478516;-60.049137115478516
2896666666.6666527;-60.42291259765625;-60.42291259765625
2900333333.3333192;-60.044612884521484;-60.044612884521484
2903999999.9999857;-60.130603790283203;-60.130603790283203
2907666666.6666522;-60.554019927978516;-60.554019927978516
2911333333.3333187;-60.626045227050781;-60.626045227050781
2914999999.9999852;-60.243194580078125;-60.243194580078125
2918666666.6666517;-60.692031860351562;-60.692031860351562
2922333333.3333182;-60.863517761230469;-60.863517761230469
2925999999.9999847;-60.663127899169922;-60.663127899169922
2929666666.6666512;-60.733173370361328;-60.733173370361328
2933333333.3333178;-60.959651947021484;-60.959651947021484
2936999999.9999843;-60.897598266601563;-60.897598266601563
2940666666.6666508;-61.220703125;-61.220703125
2944333333.3333173;-60.985889434814453;-60.985889434814453
2947999999.9999838;-61.163043975830078;-61.163043975830078
2951666666.6666503;-60.953510284423828;-60.953510284423828
2955333333.3333168;-60.836174011230469;-60.836174011230469
2958999999.9999833;-61.092239379882813;-61.092239379882813
2962666666.6666498;-60.497333526611328;-60.497333526611328
2966333333.3333163;-60.715892791748047;-60.715892791748047
2969999999.9999828;-60.263416290283203;-60.263416290283203
2973666666.6666493;-60.080806732177734;-60.080806732177734
2977333333.3333158;-60.09088134765625;-60.09088134765625
2980999999.9999824;-60.132244110107422;-60.132244110107422
2984666666.6666489;-59.486980438232422;-59.486980438232422
2988333333.3333154;-59.473831176757813;-59.473831176757813
2991999999.9999819;-59.326309204101563;-59.326309204101563
2995666666.6666484;-59.429786682128906;-59.429786682128906
2999333333.3333149;-59.313457489013672;-59.313457489013672
3002999999.9999814;-59.227394104003906;-59.227394104003906
3006666666.6666479;-58.840869903564453;-58.840869903564453
3010333333.3333144;-58.820224761962891;-58.820224761962891
3013999999.9999809;-58.600334167480469;-58.600334167480469
3017666666.6666474;-58.644741058349609;-58.644741058349609
3021333333.3333139;-58.814174652099609;-58.814174652099609
3024999999.9999804;-58.619960784912109;-58.619960784912109
3028666666.666647;-58.936824798583984;-58.936824798583984
3032333333.3333135;-58.727794647216797;-58.727794647216797
3035999999.99998;-58.814735412597656;-58.814735412597656
3039666666.6666465;-58.579280853271484;-58.579280853271484
3043333333.333313;-58.754665374755859;-58.754665374755859
3046999999.9999795;-58.608078002929687;-58.608078002929687
3050666666.666646;-58.790939331054688;-58.790939331054688
3054333333.3333125;-59.177810668945313;-59.177810668945313
3057999999.999979;-59.304450988769531;-59.304450988769531
3061666666.6666455;-59.229747772216797;-59.229747772216797
3065333333.333312;-59.243339538574219;-59.243339538574219
3068999999.9999785;-59.250503540039063;-59.250503540039063
3072666666.6666451;-59.349388122558594;-59.349388122558594
3076333333.3333116;-59.593391418457031;-59.593391418457031
3079999999.9999781;-59.566898345947266;-59.566898345947266
3083666666.6666446;-59.457283020019531;-59.457283020019531
3087333333.3333111;-59.209281921386719;-59.209281921386719
3090999999.9999776;-59.191848754882813;-59.191848754882813
3094666666.6666441;-59.753910064697266;-59.753910064697266
3098333333.3333106;-59.209453582763672;-59.209453582763672
3101999999.9999771;-59.224876403808594;-59.224876403808594
3105666666.6666436;-58.795429229736328;-58.795429229736328
3109333333.3333101;-58.802906036376953;-58.802906036376953
3112999999.9999766;-58.7799072265625;-58.7799072265625
3116666666.6666431;-58.732265472412109;-58.732265472412109
3120333333.3333097;-58.261997222900391;-58.261997222900391
3123999999.9999762;-58.308925628662109;-58.308925628662109
3127666666.6666427;-58.238986968994141;-58.238986968994141
3131333333.3333092;-57.771430969238281;-57.771430969238281
3134999999.9999757;-58.013557434082031;-58.013557434082031
3138666666.6666422;-57.826347351074219;-57.826347351074219
3142333333.3333087;-57.353988647460937;-57.353988647460937
3145999999.9999752;-58.099964141845703;-58.099964141845703
3149666666.6666417;-57.533496856689453;-57.533496856689453
3153333333.3333082;-57.847522735595703;-57.847522735595703
3156999999.9999747;-57.270305633544922;-57.270305633544922
3160666666.6666412;-57.090549468994141;-57.090549468994141
3164333333.3333077;-57.541698455810547;-57.541698455810547
3167999999.9999743;-57.527130126953125;-57.527130126953125
3171666666.6666408;-57.482086181640625;-57.482086181640625
3175333333.3333073;-57.7353515625;-57.7353515625
3178999999.9999738;-57.661628723144531;-57.661628723144531
3182666666.6666403;-57.935562133789063;-57.935562133789063
3186333333.3333068;-57.948646545410156;-57.948646545410156
3189999999.9999733;-58.046100616455078;-58.046100616455078
3193666666.6666398;-58.274738311767578;-58.274738311767578
3197333333.3333063;-58.044528961181641;-58.044528961181641
3200999999.9999728;-58.223636627197266;-58.223636627197266
3204666666.6666393;-58.101886749267578;-58.101886749267578
3208333333.3333058;-57.953964233398437;-57.953964233398437
3211999999.9999723;-58.074249267578125;-58.074249267578125
3215666666.6666389;-57.713714599609375;-57.713714599609375
3219333333.3333054;-58.385768890380859;-58.385768890380859
3222999999.9999719;-58.234943389892578;-58.234943389892578
3226666666.6666384;-57.858509063720703;-57.858509063720703
3230333333.3333049;-58.083442687988281;-58.083442687988281
3233999999.9999714;-58.074695587158203;-58.074695587158203
3237666666.6666379;-57.773529052734375;-57.773529052734375
3241333333.3333044;-57.6488037109375;-57.6488037109375
3244999999.9999709;-57.576801300048828;-57.576801300048828
3248666666.6666374;-57.242092132568359;-57.242092132568359
3252333333.3333039;-57.251571655273437;-57.251571655273437
3255999999.9999704;-56.889492034912109;-56.889492034912109
3259666666.6666369;-56.838722229003906;-56.838722229003906
3263333333.3333035;-56.593288421630859;-56.593288421630859
3266999999.99997;-56.297378540039063;-56.297378540039063
3270666666.6666365;-56.417335510253906;-56.417335510253906
3274333333.333303;-56.524360656738281;-56.524360656738281
3277999999.9999695;-56.132938385009766;-56.132938385009766
3281666666.666636;-55.950962066650391;-55.950962066650391
3285333333.3333025;-56.374538421630859;-56.374538421630859
3288999999.999969;-56.318485260009766;-56.318485260009766
3292666666.6666355;-56.230915069580078;-56.230915069580078
3296333333.333302;-56.280769348144531;-56.280769348144531
3299999999.9999685;-55.932277679443359;-55.932277679443359
3303666666.666635;-55.868606567382813;-55.868606567382813
3307333333.3333015;-56.166065216064453;-56.166065216064453
3310999999.9999681;-56.429874420166016;-56.429874420166016
3314666666.6666346;-56.269683837890625;-56.269683837890625
3318333333.3333011;-56.450244903564453;-56.450244903564453
3321999999.9999676;-56.365509033203125;-56.365509033203125
3325666666.6666341;-56.602863311767578;-56.602863311767578
3329333333.3333006;-56.633060455322266;-56.633060455322266
3332999999.9999671;-56.714206695556641;-56.714206695556641
3336666666.6666336;-56.647541046142578;-56.647541046142578
3340333333.3333001;-56.472244262695313;-56.472244262695313
3343999999.9999666;-56.385509490966797;-56.385509490966797
3347666666.6666331;-56.7529296875;-56.7529296875
3351333333.3332996;-56.819179534912109;-56.819179534912109
3354999999.9999661;-56.436847686767578;-56.436847686767578
3358666666.6666327;-56.684585571289063;-56.684585571289063
3362333333.3332992;-55.897174835205078;-55.897174835205078
3365999999.9999657;-56.132480621337891;-56.132480621337891
3369666666.6666322;-55.991661071777344;-55.991661071777344
3373333333.3332987;-56.091354370117188;-56.091354370117188
3376999999.9999652;-56.014408111572266;-56.014408111572266
3380666666.6666317;-55.853927612304688;-55.853927612304688
3384333333.3332982;-55.463047027587891;-55.463047027587891
3387999999.9999647;-55.699581146240234;-55.699581146240234
3391666666.6666312;-55.755168914794922;-55.755168914794922
3395333333.3332977;-55.312229156494141;-55.312229156494141
3398999999.9999642;-55.172763824462891;-55.172763824462891
3402666666.6666307;-54.935459136962891;-54.935459136962891
3406333333.3332973;-54.664909362792969;-54.664909362792969
3409999999.9999638;-55.015838623046875;-55.015838623046875
3413666666.6666303;-54.783866882324219;-54.783866882324219
3417333333.3332968;-54.842323303222656;-54.842323303222656
3420999999.9999633;-54.831626892089844;-54.831626892089844
3424666666.6666298;-54.815357208251953;-54.815357208251953
3428333333.3332963;-55.073406219482422;-55.073406219482422
3431999999.9999628;-54.838577270507812;-54.838577270507812
3435666666.6666293;-54.974857330322266;-54.974857330322266
3439333333.3332958;-54.8857421875;-54.8857421875
3442999999.9999623;-54.821998596191406;-54.821998596191406
3446666666.6666288;-54.980350494384766;-54.980350494384766
3450333333.3332953;-55.092586517333984;-55.092586517333984
3453999999.9999619;-55.381431579589844;-55.381431579589844
3457666666.6666284;-55.087303161621094;-55.087303161621094
3461333333.3332949;-55.247180938720703;-55.247180938720703
3464999999.9999614;-55.140430450439453;-55.140430450439453
3468666666.6666279;-55.674076080322266;-55.674076080322266
3472333333.3332944;-55.405376434326172;-55.405376434326172
3475999999.9999609;-55.187267303466797;-55.187267303466797
3479666666.6666274;-55.559421539306641;-55.559421539306641
3483333333.3332939;-55.853607177734375;-55.853607177734375
3486999999.9999604;-55.488994598388672;-55.488994598388672
3490666666.6666269;-55.169593811035156;-55.169593811035156
3494333333.3332934;-55.338382720947266;-55.338382720947266
3497999999.9999599;-55.295768737792969;-55.295768737792969
3501666666.6666265;-55.444473266601563;-55.444473266601563
3505333333.333293;-55.209339141845703;-55.209339141845703
3508999999.9999595;-55.194232940673828;-55.194232940673828
3512666666.666626;-54.662002563476563;-54.662002563476563
3516333333.3332925;-55.043300628662109;-55.043300628662109
3519999999.999959;-54.766765594482422;-54.766765594482422
3523666666.6666255;-54.433799743652344;-54.433799743652344
3527333333.333292;-54.414413452148438;-54.414413452148438
3530999999.9999585;-54.2086181640625;-54.2086181640625
3534666666.666625;-54.325443267822266;-54.325443267822266
3538333333.3332915;-54.392333984375;-54.392333984375
3541999999.999958;-54.324153900146484;-54.324153900146484
3545666666.6666245;-54.463066101074219;-54.463066101074219
3549333333.3332911;-54.125286102294922;-54.125286102294922
3552999999.9999576;-54.221321105957031;-54.221321105957031
3556666666.6666241;-54.1885986328125;-54.1885986328125
3560333333.3332906;-54.315090179443359;-54.315090179443359
3563999999.9999571;-54.458404541015625;-54.458404541015625
3567666666.6666236;-54.143367767333984;-54.143367767333984
3571333333.3332901;-54.241779327392578;-54.241779327392578
3574999999.9999566;-54.275890350341797;-54.275890350341797
3578666666.6666231;-54.395298004150391;-54.395298004150391
3582333333.3332896;-54.414600372314453;-54.414600372314453
3585999999.9999561;-54.9342041015625;-54.9342041015625
3589666666.6666226;-54.800159454345703;-54.800159454345703
3593333333.3332891;-55.017368316650391;-55.017368316650391
3596999999.9999557;-55.113594055175781;-55.113594055175781
3600666666.6666222;-55.178417205810547;-55.178417205810547
3604333333.3332887;-54.794158935546875;-54.794158935546875
3607999999.9999552;-54.572532653808594;-54.572532653808594
3611666666.6666217;-54.818222045898438;-54.818222045898438
3615333333.3332882;-55.150478363037109;-55.150478363037109
3618999999.9999547;-54.983566284179688;-54.983566284179688
3622666666.6666212;-55.404586791992187;-55.404586791992187
3626333333.3332877;-55.206611633300781;-55.206611633300781
3629999999.9999542;-55.041053771972656;-55.041053771972656
3633666666.6666207;-55.188549041748047;-55.188549041748047
3637333333.3332872;-55.036369323730469;-55.036369323730469
3640999999.9999537;-55.231601715087891;-55.231601715087891
3644666666.6666203;-54.894557952880859;-54.894557952880859
3648333333.3332868;-54.672405242919922;-54.672405242919922
3651999999.9999533;-54.63531494140625;-54.63531494140625
3655666666.6666198;-54.685787200927734;-54.685787200927734
3659333333.3332863;-54.252326965332031;-54.252326965332031
3662999999.9999528;-54.557285308837891;-54.557285308837891
3666666666.6666193;-54.231380462646484;-54.231380462646484
3670333333.3332858;-54.045146942138672;-54.045146942138672
3673999999.9999523;-54.079692840576172;-54.079692840576172
3677666666.6666188;-53.914852142333984;-53.914852142333984
3681333333.3332853;-53.479965209960937;-53.479965209960937
3684999999.9999518;-54.161800384521484;-54.161800384521484
3688666666.6666183;-54.149078369140625;-54.149078369140625
3692333333.3332849;-54.077167510986328;-54.077167510986328
3695999999.9999514;-54.076930999755859;-54.076930999755859
3699666666.6666179;-54.034000396728516;-54.034000396728516
3703333333.3332844;-54.097679138183594;-54.097679138183594
3706999999.9999509;-54.470417022705078;-54.470417022705078
3710666666.6666174;-54.342060089111328;-54.342060089111328
3714333333.3332839;-54.407405853271484;-54.407405853271484
3717999999.9999504;-54.092510223388672;-54.092510223388672
3721666666.6666169;-54.627254486083984;-54.627254486083984
3725333333.3332834;-54.628898620605469;-54.628898620605469
3728999999.9999499;-55.147174835205078;-55.147174835205078
3732666666.6666164;-55.177883148193359;-55.177883148193359
3736333333.3332829;-54.864082336425781;-54.864082336425781
3739999999.9999495;-55.202053070068359;-55.202053070068359
3743666666.666616;-55.559013366699219;-55.559013366699219
3747333333.3332825;-55.095699310302734;-55.095699310302734
3750999999.999949;-55.053577423095703;-55.053577423095703
3754666666.6666155;-55.200080871582031;-55.200080871582031
3758333333.333282;-55.329429626464844;-55.329429626464844
3761999999.9999485;-54.791976928710938;-54.791976928710938
3765666666.666615;-55.217292785644531;-55.217292785644531
3769333333.3332815;-54.846237182617188;-54.846237182617188
3772999999.999948;-54.900238037109375;-54.900238037109375
3776666666.6666145;-54.782363891601563;-54.782363891601563
3780333333.333281;-54.546070098876953;-54.546070098876953
3783999999.9999475;-54.631778717041016;-54.631778717041016
3787666666.6666141;-54.420398712158203;-54.420398712158203
3791333333.3332806;-54.6478271484375;-54.6478271484375
3794999999.9999471;-54.342090606689453;-54.342090606689453
3798666666.6666136;-54.339199066162109;-54.339199066162109
3802333333.3332801;-54.308689117431641;-54.308689117431641
3805999999.9999466;-54.742343902587891;-54.742343902587891
3809666666.6666131;-54.613460540771484;-54.613460540771484
3813333333.3332796;-54.396064758300781;-54.396064758300781
3816999999.9999461;-54.571544647216797;-54.571544647216797
3820666666.6666126;-54.596935272216797;-54.596935272216797
3824333333.3332791;-54.427211761474609;-54.427211761474609
3827999999.9999456;-54.238536834716797;-54.238536834716797
3831666666.6666121;-54.460323333740234;-54.460323333740234
3835333333.3332787;-54.609024047851562;-54.609024047851562
3838999999.9999452;-54.641799926757813;-54.641799926757813
3842666666.6666117;-55.085781097412109;-55.085781097412109
3846333333.3332782;-55.427375793457031;-55.427375793457031
3849999999.9999447;-55.228641510009766;-55.228641510009766
3853666666.6666112;-55.328433990478516;-55.328433990478516
3857333333.3332777;-55.414669036865234;-55.414669036865234
3860999999.9999442;-54.963649749755859;-54.963649749755859
3864666666.6666107;-55.475780487060547;-55.475780487060547
3868333333.3332772;-55.512424468994141;-55.512424468994141
3871999999.9999437;-55.553043365478516;-55.553043365478516
3875666666.6666102;-55.307090759277344;-55.307090759277344
3879333333.3332767;-55.206527709960938;-55.206527709960938
3882999999.9999433;-55.557052612304688;-55.557052612304688
3886666666.6666098;-55.740367889404297;-55.740367889404297
3890333333.3332763;-55.754661560058594;-55.754661560058594
3893999999.9999428;-55.582717895507812;-55.582717895507812
3897666666.6666093;-55.798179626464844;-55.798179626464844
3901333333.3332758;-55.773525238037109;-55.773525238037109
3904999999.9999423;-55.38995361328125;-55.38995361328125
3908666666.6666088;-55.672710418701172;-55.672710418701172
3912333333.3332753;-55.532737731933594;-55.532737731933594
3915999999.9999418;-55.237010955810547;-55.237010955810547
3919666666.6666083;-55.140426635742187;-55.140426635742187
3923333333.3332748;-54.9190673828125;-54.9190673828125
3926999999.9999413;-55.039169311523438;-55.039169311523438
3930666666.6666079;-54.957279205322266;-54.957279205322266
3934333333.3332744;-55.185287475585938;-55.185287475585938
3937999999.9999409;-54.915767669677734;-54.915767669677734
3941666666.6666074;-54.784297943115234;-54.784297943115234
3945333333.3332739;-55.183837890625;-55.183837890625
3948999999.9999404;-55.214488983154297;-55.214488983154297
3952666666.6666069;-55.232295989990234;-55.232295989990234
3956333333.3332734;-55.015213012695312;-55.015213012695312
3959999999.9999399;-55.244529724121094;-55.244529724121094
3963666666.6666064;-55.310413360595703;-55.310413360595703
3967333333.3332729;-55.570510864257812;-55.570510864257812
3970999999.9999394;-55.484130859375;-55.484130859375
3974666666.6666059;-55.765155792236328;-55.765155792236328
3978333333.3332725;-55.848800659179687;-55.848800659179687
3981999999.999939;-55.880924224853516;-55.880924224853516
3985666666.6666055;-55.727436065673828;-55.727436065673828
3989333333.333272;-55.665878295898437;-55.665878295898437
3992999999.9999385;-55.917533874511719;-55.917533874511719
3996666666.666605;-56.277858734130859;-56.277858734130859
4000333333.3332715;-56.348613739013672;-56.348613739013672
4003999999.999938;-56.456226348876953;-56.456226348876953
4007666666.6666045;-56.169376373291016;-56.169376373291016
4011333333.333271;-56.594894409179688;-56.594894409179688
4014999999.9999375;-56.648731231689453;-56.648731231689453
4018666666.666604;-56.918804168701172;-56.918804168701172
4022333333.3332705;-56.432735443115234;-56.432735443115234
4025999999.9999371;-56.730995178222656;-56.730995178222656
4029666666.6666036;-56.356052398681641;-56.356052398681641
4033333333.3332701;-56.357688903808594;-56.357688903808594
4036999999.9999366;-56.222175598144531;-56.222175598144531
4040666666.6666031;-56.474037170410156;-56.474037170410156
4044333333.3332696;-56.173824310302734;-56.173824310302734
4047999999.9999361;-56.192230224609375;-56.192230224609375
4051666666.6666026;-55.934810638427734;-55.934810638427734
4055333333.3332691;-55.997947692871094;-55.997947692871094
4058999999.9999356;-56.030288696289062;-56.030288696289062
4062666666.6666021;-56.042568206787109;-56.042568206787109
4066333333.3332686;-55.929187774658203;-55.929187774658203
4069999999.9999352;-55.577438354492188;-55.577438354492188
4073666666.6666017;-55.377475738525391;-55.377475738525391
4077333333.3332682;-55.778751373291016;-55.778751373291016
4080999999.9999347;-55.619583129882813;-55.619583129882813
4084666666.6666012;-55.867393493652344;-55.867393493652344
4088333333.3332677;-56.065177917480469;-56.065177917480469
4091999999.9999342;-55.871917724609375;-55.871917724609375
4095666666.6666007;-56.178691864013672;-56.178691864013672
4099333333.3332672;-56.130348205566406;-56.130348205566406
4102999999.9999337;-56.134624481201172;-56.134624481201172
4106666666.6666002;-56.253765106201172;-56.253765106201172
4110333333.3332667;-56.211235046386719;-56.211235046386719
4113999999.9999332;-56.636062622070312;-56.636062622070312
4117666666.6665998;-56.771739959716797;-56.771739959716797
4121333333.3332663;-56.801406860351563;-56.801406860351563
4124999999.9999328;-56.548568725585938;-56.548568725585938
4128666666.6665993;-56.607643127441406;-56.607643127441406
4132333333.3332658;-56.484706878662109;-56.484706878662109
4135999999.9999323;-56.438991546630859;-56.438991546630859
4139666666.6665988;-56.511512756347656;-56.511512756347656
4143333333.3332653;-56.673072814941406;-56.673072814941406
4146999999.9999318;-56.794864654541016;-56.794864654541016
4150666666.6665983;-56.838855743408203;-56.838855743408203
4154333333.3332648;-56.804012298583984;-56.804012298583984
4157999999.9999313;-56.678394317626953;-56.678394317626953
4161666666.6665978;-57.147144317626953;-57.147144317626953
4165333333.3332644;-56.688217163085937;-56.688217163085937
4168999999.9999309;-56.884372711181641;-56.884372711181641
4172666666.6665974;-56.759304046630859;-56.759304046630859
4176333333.3332639;-56.834564208984375;-56.834564208984375
4179999999.9999304;-56.826480865478516;-56.826480865478516
4183666666.6665969;-56.29351806640625;-56.29351806640625
4187333333.3332634;-56.369709014892578;-56.369709014892578
4190999999.9999299;-56.198932647705078;-56.198932647705078
4194666666.6665964;-56.387306213378906;-56.387306213378906
4198333333.3332629;-56.318218231201172;-56.318218231201172
4201999999.9999294;-56.977085113525391;-56.977085113525391
4205666666.6665959;-56.384620666503906;-56.384620666503906
4209333333.3332624;-56.397991180419922;-56.397991180419922
4212999999.999929;-56.578659057617187;-56.578659057617187
4216666666.6665955;-56.801815032958984;-56.801815032958984
4220333333.333262;-56.695098876953125;-56.695098876953125
4223999999.9999285;-56.929908752441406;-56.929908752441406
4227666666.666595;-57.107666015625;-57.107666015625
4231333333.3332615;-56.927940368652344;-56.927940368652344
4234999999.999928;-57.192752838134766;-57.192752838134766
4238666666.6665945;-57.316745758056641;-57.316745758056641
4242333333.333261;-57.605354309082031;-57.605354309082031
4245999999.9999275;-57.366397857666016;-57.366397857666016
4249666666.666594;-57.708198547363281;-57.708198547363281
4253333333.3332605;-57.686943054199219;-57.686943054199219
4256999999.999927;-57.728206634521484;-57.728206634521484
4260666666.6665936;-57.651943206787109;-57.651943206787109
4264333333.3332601;-57.819007873535156;-57.819007873535156
4267999999.9999266;-57.483718872070313;-57.483718872070313
4271666666.6665931;-58.005550384521484;-58.005550384521484
4275333333.3332596;-57.724960327148437;-57.724960327148437
4278999999.9999261;-57.823596954345703;-57.823596954345703
4282666666.6665926;-57.582420349121094;-57.582420349121094
4286333333.3332591;-57.769027709960937;-57.769027709960937
4289999999.9999256;-57.6983642578125;-57.6983642578125
4293666666.6665921;-57.732513427734375;-57.732513427734375
4297333333.3332586;-57.722499847412109;-57.722499847412109
4300999999.9999256;-57.293842315673828;-57.293842315673828
4304666666.6665926;-57.283946990966797;-57.283946990966797
4308333333.3332596;-57.650444030761719;-57.650444030761719
4311999999.9999266;-57.603977203369141;-57.603977203369141
4315666666.6665936;-57.324394226074219;-57.324394226074219
4319333333.3332605;-57.640647888183594;-57.640647888183594
4322999999.9999275;-57.581634521484375;-57.581634521484375
4326666666.6665945;-57.380805969238281;-57.380805969238281
4330333333.3332615;-57.154548645019531;-57.154548645019531
4333999999.9999285;-57.426540374755859;-57.426540374755859
4337666666.6665955;-57.547122955322266;-57.547122955322266
4341333333.3332624;-57.414474487304688;-57.414474487304688
4344999999.9999294;-57.614749908447266;-57.614749908447266
4348666666.6665964;-57.611862182617187;-57.611862182617187
4352333333.3332634;-57.833297729492187;-57.833297729492187
4355999999.9999304;-57.845325469970703;-57.845325469970703
4359666666.6665974;-57.958908081054687;-57.958908081054687
4363333333.3332644;-58.227489471435547;-58.227489471435547
4366999999.9999313;-58.131069183349609;-58.131069183349609
4370666666.6665983;-58.0667724609375;-58.0667724609375
4374333333.3332653;-58.413475036621094;-58.413475036621094
4377999999.9999323;-58.28173828125;-58.28173828125
4381666666.6665993;-58.430168151855469;-58.430168151855469
4385333333.3332663;-58.435066223144531;-58.435066223144531
4388999999.9999332;-58.568988800048828;-58.568988800048828
4392666666.6666002;-58.612472534179688;-58.612472534179688
4396333333.3332672;-58.652961730957031;-58.652961730957031
4399999999.9999342;-58.81329345703125;-58.81329345703125
4403666666.6666012;-58.458480834960938;-58.458480834960938
4407333333.3332682;-58.809272766113281;-58.809272766113281
4410999999.9999352;-58.260936737060547;-58.260936737060547
4414666666.6666021;-58.638214111328125;-58.638214111328125
4418333333.3332691;-58.67547607421875;-58.67547607421875
4421999999.9999361;-58.837440490722656;-58.837440490722656
4425666666.6666031;-59.106472015380859;-59.106472015380859
4429333333.3332701;-58.474727630615234;-58.474727630615234
4432999999.9999371;-58.470592498779297;-58.470592498779297
4436666666.666604;-58.671493530273437;-58.671493530273437
4440333333.333271;-58.246982574462891;-58.246982574462891
4443999999.999938;-58.441127777099609;-58.441127777099609
4447666666.666605;-58.209583282470703;-58.209583282470703
4451333333.333272;-57.926448822021484;-57.926448822021484
4454999999.999939;-58.348854064941406;-58.348854064941406
4458666666.6666059;-58.280303955078125;-58.280303955078125
4462333333.3332729;-58.185535430908203;-58.185535430908203
4465999999.9999399;-58.560089111328125;-58.560089111328125
4469666666.6666069;-57.997734069824219;-57.997734069824219
4473333333.3332739;-58.177425384521484;-58.177425384521484
4476999999.9999409;-57.791698455810547;-57.791698455810547
4480666666.6666079;-57.706272125244141;-57.706272125244141
4484333333.3332748;-58.39605712890625;-58.39605712890625
4487999999.9999418;-58.152862548828125;-58.152862548828125
4491666666.6666088;-58.259780883789062;-58.259780883789062
4495333333.3332758;-58.131904602050781;-58.131904602050781
4498999999.9999428;-58.888027191162109;-58.888027191162109
4502666666.6666098;-58.9073486328125;-58.9073486328125
4506333333.3332767;-58.49993896484375;-58.49993896484375
4509999999.9999437;-58.847240447998047;-58.847240447998047
4513666666.6666107;-59.188983917236328;-59.188983917236328
4517333333.3332777;-58.835708618164062;-58.835708618164062
4520999999.9999447;-59.04351806640625;-59.04351806640625
4524666666.6666117;-58.501239776611328;-58.501239776611328
4528333333.3332787;-58.609039306640625;-58.609039306640625
4531999999.9999456;-58.813526153564453;-58.813526153564453
4535666666.6666126;-58.799022674560547;-58.799022674560547
4539333333.3332796;-58.673084259033203;-58.673084259033203
4542999999.9999466;-59.14202880859375;-59.14202880859375
4546666666.6666136;-59.328590393066406;-59.328590393066406
4550333333.3332806;-58.838050842285156;-58.838050842285156
4553999999.9999475;-58.545207977294922;-58.545207977294922
4557666666.6666145;-59.11004638671875;-59.11004638671875
4561333333.3332815;-59.041488647460938;-59.041488647460938
4564999999.9999485;-58.909767150878906;-58.909767150878906
4568666666.6666155;-59.076499938964844;-59.076499938964844
4572333333.3332825;-58.8746337890625;-58.8746337890625
4575999999.9999495;-58.690757751464844;-58.690757751464844
4579666666.6666164;-58.431087493896484;-58.431087493896484
4583333333.3332834;-58.544685363769531;-58.544685363769531
4586999999.9999504;-58.637363433837891;-58.637363433837891
4590666666.6666174;-58.718128204345703;-58.718128204345703
4594333333.3332844;-58.950607299804688;-58.950607299804688
4597999999.9999514;-58.790447235107422;-58.790447235107422
4601666666.6666183;-58.599800109863281;-58.599800109863281
