Type;FSV-30;
132000000.00000007;-75.619232177734375;-75.619232177734375
135666666.66666675;-75.16424560546875;-75.16424560546875
139333333.3333334;-75.37518310546875;-75.37518310546875
143000000.00000006;-75.385734558105469;-75.385734558105469
146666666.66666672;-75.429176330566406;-75.429176330566406
150333333.33333337;-75.477218627929688;-75.477218627929688
154000000.00000003;-75.074798583984375;-75.074798583984375
157666666.66666669;-75.305953979492187;-75.305953979492187
161333333.33333334;-75.331214904785156;-75.331214904785156
165000000;-74.918838500976563;-74.918838500976563
168666666.66666666;-75.085418701171875;-75.085418701171875
172333333.33333331;-75.078887939453125;-75.078887939453125
175999999.99999997;-75.2359619140625;-75.2359619140625
179666666.66666663;-75.143379211425781;-75.143379211425781
183333333.33333328;-75.101295471191406;-75.101295471191406
186999999.99999994;-75.123184204101563;-75.123184204101563
190666666.6666666;-74.930809020996094;-74.930809020996094
194333333.33333325;-75.426216125488281;-75.426216125488281
197999999.99999991;-74.893562316894531;-74.893562316894531
201666666.66666657;-75.230308532714844;-75.230308532714844
205333333.33333322;-75.064216613769531;-75.064216613769531
208999999.99999988;-75.326187133789063;-75.326187133789063
212666666.66666654;-75.109474182128906;-75.109474182128906
216333333.33333319;-75.231956481933594;-75.231956481933594
219999999.99999985;-75.451622009277344;-75.451622009277344
223666666.66666651;-75.310279846191406;-75.310279846191406
227333333.33333316;-75.291152954101563;-75.291152954101563
230999999.99999982;-75.324905395507813;-75.324905395507813
234666666.66666648;-75.126998901367188;-75.126998901367188
238333333.33333313;-75.09967041015625;-75.09967041015625
241999999.99999979;-75.062713623046875;-75.062713623046875
245666666.66666645;-74.911766052246094;-74.911766052246094
249333333.3333331;-75.022270202636719;-75.022270202636719
252999999.99999976;-74.832534790039063;-74.832534790039063
256666666.66666642;-74.570175170898438;-74.570175170898438
260333333.33333308;-74.979652404785156;-74.979652404785156
263999999.99999973;-75.007049560546875;-75.007049560546875
267666666.66666639;-75.174758911132813;-75.174758911132813
271333333.33333308;-75.202140808105469;-75.202140808105469
274999999.99999976;-75.294700622558594;-75.294700622558594
278666666.66666645;-75.470176696777344;-75.470176696777344
282333333.33333313;-75.610282897949219;-75.610282897949219
285999999.99999982;-75.508514404296875;-75.508514404296875
289666666.66666651;-75.6510009765625;-75.6510009765625
293333333.33333319;-75.652839660644531;-75.652839660644531
296999999.99999988;-75.461296081542969;-75.461296081542969
300666666.66666657;-76.181556701660156;-76.181556701660156
304333333.33333325;-75.753944396972656;-75.753944396972656
307999999.99999994;-75.74114990234375;-75.74114990234375
311666666.66666663;-75.498908996582031;-75.498908996582031
315333333.33333331;-75.825164794921875;-75.825164794921875
319000000;-76.044929504394531;-76.044929504394531
322666666.66666669;-76.27880859375;-76.27880859375
326333333.33333337;-75.767379760742188;-75.767379760742188
330000000.00000006;-75.642807006835938;-75.642807006835938
333666666.66666675;-75.766281127929687;-75.766281127929687
337333333.33333343;-75.830612182617188;-75.830612182617188
341000000.00000012;-75.374931335449219;-75.374931335449219
344666666.66666681;-75.363227844238281;-75.363227844238281
348333333.33333349;-75.667381286621094;-75.667381286621094
352000000.00000018;-75.684646606445312;-75.684646606445312
355666666.66666687;-75.655967712402344;-75.655967712402344
359333333.33333355;-75.589324951171875;-75.589324951171875
363000000.00000024;-75.631004333496094;-75.631004333496094
366666666.66666692;-75.554878234863281;-75.554878234863281
370333333.33333361;-75.622459411621094;-75.622459411621094
374000000.0000003;-75.260780334472656;-75.260780334472656
377666666.66666698;-74.876136779785156;-74.876136779785156
381333333.33333367;-75.290878295898437;-75.290878295898437
385000000.00000036;-74.990859985351562;-74.990859985351562
388666666.66666704;-74.576736450195313;-74.576736450195313
392333333.33333373;-75.084457397460938;-75.084457397460938
396000000.00000042;-74.908332824707031;-74.908332824707031
399666666.6666671;-75.002487182617187;-75.002487182617187
403333333.33333379;-75.5103759765625;-75.5103759765625
407000000.00000048;-75.653526306152344;-75.653526306152344
410666666.66666716;-75.601829528808594;-75.601829528808594
414333333.33333385;-75.695442199707031;-75.695442199707031
418000000.00000054;-75.429298400878906;-75.429298400878906
421666666.66666722;-75.766311645507813;-75.766311645507813
425333333.33333391;-76.329948425292969;-76.329948425292969
429000000.0000006;-76.047111511230469;-76.047111511230469
432666666.66666728;-76.3270263671875;-76.3270263671875
436333333.33333397;-76.442481994628906;-76.442481994628906
440000000.00000066;-76.3140869140625;-76.3140869140625
443666666.66666734;-76.587295532226563;-76.587295532226563
447333333.33333403;-76.320442199707031;-76.320442199707031
451000000.00000072;-76.011642456054688;-76.011642456054688
454666666.6666674;-76.216606140136719;-76.216606140136719
458333333.33333409;-76.479499816894531;-76.479499816894531
462000000.00000077;-76.148895263671875;-76.148895263671875
465666666.66666746;-76.2205810546875;-76.2205810546875
469333333.33333415;-76.206649780273438;-76.206649780273438
473000000.00000083;-75.98931884765625;-75.98931884765625
476666666.66666752;-76.069671630859375;-76.069671630859375
480333333.33333421;-75.852554321289063;-75.852554321289063
484000000.00000089;-76.320098876953125;-76.320098876953125
487666666.66666758;-75.812026977539063;-75.812026977539063
491333333.33333427;-75.684379577636719;-75.684379577636719
495000000.00000095;-75.741973876953125;-75.741973876953125
498666666.66666764;-75.878364562988281;-75.878364562988281
502333333.33333433;-75.173912048339844;-75.173912048339844
506000000.00000101;-75.008804321289062;-75.008804321289062
509666666.6666677;-74.982643127441406;-74.982643127441406
513333333.33333439;-74.907188415527344;-74.907188415527344
517000000.00000107;-75.145973205566406;-75.145973205566406
520666666.66666776;-74.542991638183594;-74.542991638183594
524333333.33333445;-74.878532409667969;-74.878532409667969
528000000.00000113;-74.838661193847656;-74.838661193847656
531666666.66666782;-75.270973205566406;-75.270973205566406
535333333.33333451;-75.109672546386719;-75.109672546386719
539000000.00000119;-75.481788635253906;-75.481788635253906
542666666.66666782;-75.676345825195313;-75.676345825195313
546333333.33333445;-75.758544921875;-75.758544921875
550000000.00000107;-75.797019958496094;-75.797019958496094
553666666.6666677;-75.890975952148438;-75.890975952148438
557333333.33333433;-75.967063903808594;-75.967063903808594
561000000.00000095;-75.963180541992188;-75.963180541992188
564666666.66666758;-75.859672546386719;-75.859672546386719
568333333.33333421;-75.713531494140625;-75.713531494140625
572000000.00000083;-76.351432800292969;-76.351432800292969
575666666.66666746;-76.139816284179688;-76.139816284179688
579333333.33333409;-76.069877624511719;-76.069877624511719
583000000.00000072;-76.032112121582031;-76.032112121582031
586666666.66666734;-75.697578430175781;-75.697578430175781
590333333.33333397;-76.089179992675781;-76.089179992675781
594000000.0000006;-76.265907287597656;-76.265907287597656
597666666.66666722;-76.100860595703125;-76.100860595703125
601333333.33333385;-75.771614074707031;-75.771614074707031
605000000.00000048;-75.754142761230469;-75.754142761230469
608666666.6666671;-75.95361328125;-75.95361328125
612333333.33333373;-75.91009521484375;-75.91009521484375
616000000.00000036;-75.966506958007813;-75.966506958007813
619666666.66666698;-75.828895568847656;-75.828895568847656
623333333.33333361;-75.305458068847656;-75.305458068847656
627000000.00000024;-75.385658264160156;-75.385658264160156
630666666.66666687;-75.351181030273437;-75.351181030273437
634333333.33333349;-74.632736206054688;-74.632736206054688
638000000.00000012;-74.802619934082031;-74.802619934082031
641666666.66666675;-74.330230712890625;-74.330230712890625
645333333.33333337;-74.317764282226562;-74.317764282226562
649000000;-74.5081787109375;-74.5081787109375
652666666.66666663;-74.561294555664063;-74.561294555664063
656333333.33333325;-74.412811279296875;-74.412811279296875
659999999.99999988;-74.689376831054688;-74.689376831054688
663666666.66666651;-74.752235412597656;-74.752235412597656
667333333.33333313;-74.431007385253906;-74.431007385253906
670999999.99999976;-75.089935302734375;-75.089935302734375
674666666.66666639;-74.89813232421875;-74.89813232421875
678333333.33333302;-75.352882385253906;-75.352882385253906
681999999.99999964;-75.395584106445313;-75.395584106445313
685666666.66666627;-75.4317626953125;-75.4317626953125
689333333.3333329;-75.845100402832031;-75.845100402832031
692999999.99999952;-75.605453491210938;-75.605453491210938
696666666.66666615;-75.611846923828125;-75.611846923828125
700333333.33333278;-75.909095764160156;-75.909095764160156
703999999.9999994;-75.860618591308594;-75.860618591308594
707666666.66666603;-75.526535034179687;-75.526535034179687
711333333.33333266;-76.219490051269531;-76.219490051269531
714999999.99999928;-76.112251281738281;-76.112251281738281
718666666.66666591;-75.814865112304688;-75.814865112304688
722333333.33333254;-75.632766723632812;-75.632766723632812
725999999.99999917;-75.745887756347656;-75.745887756347656
729666666.66666579;-75.246437072753906;-75.246437072753906
733333333.33333242;-75.612098693847656;-75.612098693847656
736999999.99999905;-75.322998046875;-75.322998046875
740666666.66666567;-75.368240356445312;-75.368240356445312
744333333.3333323;-75.234649658203125;-75.234649658203125
747999999.99999893;-75.081100463867188;-75.081100463867188
751666666.66666555;-75.317153930664063;-75.317153930664063
755333333.33333218;-74.592384338378906;-74.592384338378906
758999999.99999881;-74.68133544921875;-74.68133544921875
762666666.66666543;-74.508384704589844;-74.508384704589844
766333333.33333206;-74.184982299804688;-74.184982299804688
769999999.99999869;-73.934684753417969;-73.934684753417969
773666666.66666532;-74.059028625488281;-74.059028625488281
777333333.33333194;-73.733802795410156;-73.733802795410156
780999999.99999857;-73.433723449707031;-73.433723449707031
784666666.6666652;-73.593330383300781;-73.593330383300781
788333333.33333182;-74.26788330078125;-74.26788330078125
791999999.99999845;-73.886154174804688;-73.886154174804688
795666666.66666508;-74.377288818359375;-74.377288818359375
799333333.3333317;-74.123870849609375;-74.123870849609375
802999999.99999833;-74.457695007324219;-74.457695007324219
806666666.66666496;-74.426345825195313;-74.426345825195313
810333333.33333158;-74.772987365722656;-74.772987365722656
813999999.99999821;-74.511245727539062;-74.511245727539062
817666666.66666484;-74.686683654785156;-74.686683654785156
821333333.33333147;-75.092811584472656;-75.092811584472656
824999999.99999809;-75.322700500488281;-75.322700500488281
828666666.66666472;-75.375617980957031;-75.375617980957031
832333333.33333135;-75.654029846191406;-75.654029846191406
835999999.99999797;-75.648399353027344;-75.648399353027344
839666666.6666646;-75.052375793457031;-75.052375793457031
843333333.33333123;-75.328353881835937;-75.328353881835937
846999999.99999785;-75.501190185546875;-75.501190185546875
850666666.66666448;-75.105072021484375;-75.105072021484375
854333333.33333111;-75.022979736328125;-75.022979736328125
857999999.99999774;-75.253211975097656;-75.253211975097656
861666666.66666436;-74.991889953613281;-74.991889953613281
865333333.33333099;-75.187271118164063;-75.187271118164063
868999999.99999762;-75.186859130859375;-75.186859130859375
872666666.66666424;-74.775657653808594;-74.775657653808594
876333333.33333087;-74.865730285644531;-74.865730285644531
879999999.9999975;-74.70501708984375;-74.70501708984375
883666666.66666412;-74.692451477050781;-74.692451477050781
887333333.33333075;-74.070854187011719;-74.070854187011719
890999999.99999738;-74.291877746582031;-74.291877746582031
894666666.666664;-73.67950439453125;-73.67950439453125
898333333.33333063;-73.53729248046875;-73.53729248046875
901999999.99999726;-73.666145324707031;-73.666145324707031
905666666.66666389;-73.07293701171875;-73.07293701171875
909333333.33333051;-73.435714721679688;-73.435714721679688
912999999.99999714;-73.491111755371094;-73.491111755371094
916666666.66666377;-73.310417175292969;-73.310417175292969
920333333.33333039;-73.283943176269531;-73.283943176269531
923999999.99999702;-73.531394958496094;-73.531394958496094
927666666.66666365;-73.976608276367188;-73.976608276367188
931333333.33333027;-74.032707214355469;-74.032707214355469
934999999.9999969;-74.159820556640625;-74.159820556640625
938666666.66666353;-74.376029968261719;-74.376029968261719
942333333.33333015;-74.467269897460938;-74.467269897460938
945999999.99999678;-74.469245910644531;-74.469245910644531
949666666.66666341;-74.7542724609375;-74.7542724609375
953333333.33333004;-75.044090270996094;-75.044090270996094
956999999.99999666;-74.940536499023438;-74.940536499023438
960666666.66666329;-74.755485534667969;-74.755485534667969
964333333.33332992;-75.091056823730469;-75.091056823730469
967999999.99999654;-75.068832397460938;-75.068832397460938
971666666.66666317;-74.948196411132813;-74.948196411132813
975333333.3333298;-75.041938781738281;-75.041938781738281
978999999.99999642;-74.853919982910156;-74.853919982910156
982666666.66666305;-74.817855834960937;-74.817855834960937
986333333.33332968;-75.113143920898437;-75.113143920898437
989999999.9999963;-74.747177124023438;-74.747177124023438
993666666.66666293;-74.946861267089844;-74.946861267089844
997333333.33332956;-74.644264221191406;-74.644264221191406
1000999999.9999962;-74.34539794921875;-74.34539794921875
1004666666.6666628;-74.461570739746094;-74.461570739746094
1008333333.3333294;-74.223381042480469;-74.223381042480469
1011999999.9999961;-74.206947326660156;-74.206947326660156
1015666666.6666627;-73.693565368652344;-73.693565368652344
1019333333.3333293;-73.677162170410156;-73.677162170410156
1022999999.9999959;-73.119178771972656;-73.119178771972656
1026666666.6666626;-72.829719543457031;-72.829719543457031
1030333333.3333292;-73.105239868164063;-73.105239868164063
1033999999.9999958;-72.590164184570312;-72.590164184570312
1037666666.6666625;-72.605484008789063;-72.605484008789063
1041333333.3333291;-72.698562622070313;-72.698562622070313
1044999999.9999957;-72.324905395507813;-72.324905395507813
1048666666.6666623;-72.162712097167969;-72.162712097167969
1052333333.333329;-72.905532836914063;-72.905532836914063
1055999999.9999956;-73.043937683105469;-73.043937683105469
1059666666.6666622;-73.197792053222656;-73.197792053222656
1063333333.3333288;-73.349433898925781;-73.349433898925781
1066999999.9999955;-73.601226806640625;-73.601226806640625
1070666666.6666621;-73.999969482421875;-73.999969482421875
1074333333.3333287;-73.905242919921875;-73.905242919921875
1077999999.9999955;-73.898300170898438;-73.898300170898438
1081666666.6666622;-73.730697631835938;-73.730697631835938
1085333333.333329;-73.929733276367188;-73.929733276367188
1088999999.9999957;-74.256515502929688;-74.256515502929688
1092666666.6666625;-74.632766723632812;-74.632766723632812
1096333333.3333292;-74.398048400878906;-74.398048400878906
1099999999.9999959;-74.681755065917969;-74.681755065917969
1103666666.6666627;-74.763290405273438;-74.763290405273438
1107333333.3333294;-74.677650451660156;-74.677650451660156
1110999999.9999962;-74.706092834472656;-74.706092834472656
1114666666.6666629;-74.417449951171875;-74.417449951171875
1118333333.3333297;-74.421180725097656;-74.421180725097656
1121999999.9999964;-74.429168701171875;-74.429168701171875
1125666666.6666632;-74.306800842285156;-74.306800842285156
1129333333.3333299;-74.06890869140625;-74.06890869140625
1132999999.9999967;-74.020706176757812;-74.020706176757812
1136666666.6666634;-73.597824096679687;-73.597824096679687
1140333333.3333302;-73.575881958007812;-73.575881958007812
1143999999.9999969;-73.095748901367188;-73.095748901367188
1147666666.6666636;-73.316154479980469;-73.316154479980469
1151333333.3333304;-73.056282043457031;-73.056282043457031
1154999999.9999971;-72.756622314453125;-72.756622314453125
1158666666.6666639;-72.660659790039063;-72.660659790039063
1162333333.3333306;-72.653816223144531;-72.653816223144531
1165999999.9999974;-71.935562133789062;-71.935562133789062
1169666666.6666641;-71.748397827148438;-71.748397827148438
1173333333.3333309;-71.873626708984375;-71.873626708984375
1176999999.9999976;-71.948875427246094;-71.948875427246094
1180666666.6666644;-72.268989562988281;-72.268989562988281
1184333333.3333311;-72.428863525390625;-72.428863525390625
1187999999.9999979;-72.546783447265625;-72.546783447265625
1191666666.6666646;-72.47161865234375;-72.47161865234375
1195333333.3333313;-73.187973022460938;-73.187973022460938
1198999999.9999981;-73.009712219238281;-73.009712219238281
1202666666.6666648;-73.295089721679688;-73.295089721679688
1206333333.3333316;-73.407539367675781;-73.407539367675781
1209999999.9999983;-73.691146850585938;-73.691146850585938
1213666666.6666651;-74.087944030761719;-74.087944030761719
1217333333.3333318;-73.707290649414063;-73.707290649414063
1220999999.9999986;-74.344879150390625;-74.344879150390625
1224666666.6666653;-74.286903381347656;-74.286903381347656
1228333333.3333321;-74.107872009277344;-74.107872009277344
1231999999.9999988;-73.925102233886719;-73.925102233886719
1235666666.6666656;-73.936897277832031;-73.936897277832031
1239333333.3333323;-74.150825500488281;-74.150825500488281
1242999999.999999;-74.35064697265625;-74.35064697265625
1246666666.6666658;-74.263214111328125;-74.263214111328125
1250333333.3333325;-74.16619873046875;-74.16619873046875
1253999999.9999993;-74.194328308105469;-74.194328308105469
1257666666.666666;-73.646385192871094;-73.646385192871094
1261333333.3333328;-73.567718505859375;-73.567718505859375
1264999999.9999995;-73.459190368652344;-73.459190368652344
1268666666.6666663;-73.177604675292969;-73.177604675292969
1272333333.333333;-73.426506042480469;-73.426506042480469
1275999999.9999998;-73.230064392089844;-73.230064392089844
1279666666.6666665;-72.858924865722656;-72.858924865722656
1283333333.3333333;-72.612579345703125;-72.612579345703125
1287000000;-72.141036987304688;-72.141036987304688
1290666666.6666667;-72.28289794921875;-72.28289794921875
1294333333.3333335;-72.372077941894531;-72.372077941894531
1298000000.0000002;-71.735542297363281;-71.735542297363281
1301666666.666667;-71.828041076660156;-71.828041076660156
1305333333.3333337;-71.930152893066406;-71.930152893066406
1309000000.0000005;-71.861480712890625;-71.861480712890625
1312666666.6666672;-71.854385375976563;-71.854385375976563
1316333333.333334;-72.275276184082031;-72.275276184082031
1320000000.0000007;-72.267745971679688;-72.267745971679688
1323666666.6666675;-72.438621520996094;-72.438621520996094
1327333333.3333342;-72.648895263671875;-72.648895263671875
1331000000.000001;-72.801605224609375;-72.801605224609375
1334666666.6666677;-73.165557861328125;-73.165557861328125
1338333333.3333344;-73.219070434570313;-73.219070434570313
1342000000.0000012;-73.465606689453125;-73.465606689453125
1345666666.6666679;-73.725341796875;-73.725341796875
1349333333.3333347;-73.70404052734375;-73.70404052734375
1353000000.0000014;-73.924346923828125;-73.924346923828125
1356666666.6666682;-74.184043884277344;-74.184043884277344
1360333333.3333349;-74.33685302734375;-74.33685302734375
1364000000.0000017;-73.824356079101563;-73.824356079101563
1367666666.6666684;-74.066413879394531;-74.066413879394531
1371333333.3333352;-74.3948974609375;-74.3948974609375
1375000000.0000019;-74.306396484375;-74.306396484375
1378666666.6666687;-74.055900573730469;-74.055900573730469
1382333333.3333354;-73.988487243652344;-73.988487243652344
1386000000.0000021;-74.0216064453125;-74.0216064453125
1389666666.6666689;-73.658027648925781;-73.658027648925781
1393333333.3333356;-73.60699462890625;-73.60699462890625
1397000000.0000024;-73.732070922851563;-73.732070922851563
1400666666.6666691;-73.527313232421875;-73.527313232421875
1404333333.3333359;-73.199119567871094;-73.199119567871094
1408000000.0000026;-73.000930786132812;-73.000930786132812
1411666666.6666694;-73.04010009765625;-73.04010009765625
1415333333.3333361;-72.595558166503906;-72.595558166503906
1419000000.0000029;-72.840751647949219;-72.840751647949219
1422666666.6666696;-72.326065063476563;-72.326065063476563
1426333333.3333364;-72.230659484863281;-72.230659484863281
1430000000.0000031;-72.212615966796875;-72.212615966796875
1433666666.6666698;-72.216659545898438;-72.216659545898438
1437333333.3333366;-72.099014282226563;-72.099014282226563
1441000000.0000033;-72.143058776855469;-72.143058776855469
1444666666.6666701;-72.251602172851563;-72.251602172851563
1448333333.3333368;-72.215522766113281;-72.215522766113281
1452000000.0000036;-72.432876586914063;-72.432876586914063
1455666666.6666703;-72.97381591796875;-72.97381591796875
1459333333.3333371;-72.686614990234375;-72.686614990234375
1463000000.0000038;-72.917800903320313;-72.917800903320313
1466666666.6666706;-73.095176696777344;-73.095176696777344
1470333333.3333373;-73.494300842285156;-73.494300842285156
1474000000.0000041;-73.63140869140625;-73.63140869140625
1477666666.6666708;-73.894599914550781;-73.894599914550781
1481333333.3333375;-73.716423034667969;-73.716423034667969
1485000000.0000043;-74.193809509277344;-74.193809509277344
1488666666.666671;-73.97393798828125;-73.97393798828125
1492333333.3333378;-74.4051513671875;-74.4051513671875
1496000000.0000045;-74.425613403320312;-74.425613403320312
1499666666.6666713;-74.318977355957031;-74.318977355957031
1503333333.333338;-74.285400390625;-74.285400390625
1507000000.0000048;-74.219100952148438;-74.219100952148438
1510666666.6666715;-74.301315307617188;-74.301315307617188
1514333333.3333383;-74.312232971191406;-74.312232971191406
1518000000.000005;-74.069068908691406;-74.069068908691406
1521666666.6666718;-73.968544006347656;-73.968544006347656
1525333333.3333385;-73.643287658691406;-73.643287658691406
1529000000.0000052;-73.695320129394531;-73.695320129394531
1532666666.666672;-73.310646057128906;-73.310646057128906
1536333333.3333387;-73.448005676269531;-73.448005676269531
1540000000.0000055;-73.206024169921875;-73.206024169921875
1543666666.6666722;-72.976638793945313;-72.976638793945313
1547333333.333339;-73.017204284667969;-73.017204284667969
1551000000.0000057;-72.543540954589844;-72.543540954589844
1554666666.6666725;-72.296615600585938;-72.296615600585938
1558333333.3333392;-72.159164428710938;-72.159164428710938
1562000000.000006;-72.212181091308594;-72.212181091308594
1565666666.6666727;-71.990165710449219;-71.990165710449219
1569333333.3333395;-71.695968627929688;-71.695968627929688
1573000000.0000062;-72.227485656738281;-72.227485656738281
1576666666.6666729;-72.053123474121094;-72.053123474121094
1580333333.3333397;-72.070655822753906;-72.070655822753906
1584000000.0000064;-72.710556030273437;-72.710556030273437
1587666666.6666732;-72.83575439453125;-72.83575439453125
1591333333.3333399;-72.855003356933594;-72.855003356933594
1595000000.0000067;-72.824630737304688;-72.824630737304688
1598666666.6666734;-73.129310607910156;-73.129310607910156
1602333333.3333402;-73.325332641601563;-73.325332641601563
1606000000.0000069;-73.375495910644531;-73.375495910644531
1609666666.6666737;-73.430702209472656;-73.430702209472656
1613333333.3333404;-73.788398742675781;-73.788398742675781
1617000000.0000072;-73.921165466308594;-73.921165466308594
1620666666.6666739;-73.978668212890625;-73.978668212890625
1624333333.3333406;-73.860771179199219;-73.860771179199219
1628000000.0000074;-73.822052001953125;-73.822052001953125
1631666666.6666741;-73.922370910644531;-73.922370910644531
1635333333.3333409;-73.602806091308594;-73.602806091308594
1639000000.0000076;-73.650749206542969;-73.650749206542969
1642666666.6666744;-73.557731628417969;-73.557731628417969
1646333333.3333411;-73.610328674316406;-73.610328674316406
1650000000.0000079;-73.225395202636719;-73.225395202636719
1653666666.6666746;-73.250534057617188;-73.250534057617188
1657333333.3333414;-73.23260498046875;-73.23260498046875
1661000000.0000081;-72.896308898925781;-72.896308898925781
1664666666.6666749;-72.927383422851562;-72.927383422851562
1668333333.3333416;-72.587364196777344;-72.587364196777344
1672000000.0000083;-72.725662231445313;-72.725662231445313
1675666666.6666751;-72.624687194824219;-72.624687194824219
1679333333.3333418;-72.199317932128906;-72.199317932128906
1683000000.0000086;-72.025115966796875;-72.025115966796875
1686666666.6666753;-72.054916381835938;-72.054916381835938
1690333333.3333421;-71.90838623046875;-71.90838623046875
1694000000.0000088;-71.8447265625;-71.8447265625
1697666666.6666756;-71.620872497558594;-71.620872497558594
1701333333.3333423;-71.729110717773437;-71.729110717773437
1705000000.0000091;-71.844375610351563;-71.844375610351563
1708666666.6666758;-71.528900146484375;-71.528900146484375
1712333333.3333426;-71.723945617675781;-71.723945617675781
1716000000.0000093;-71.760948181152344;-71.760948181152344
1719666666.666676;-72.5582275390625;-72.5582275390625
1723333333.3333428;-72.366935729980469;-72.366935729980469
1727000000.0000095;-72.240898132324219;-72.240898132324219
1730666666.6666763;-72.486213684082031;-72.486213684082031
1734333333.333343;-72.420059204101563;-72.420059204101563
1738000000.0000098;-73.000160217285156;-73.000160217285156
1741666666.6666765;-72.643203735351562;-72.643203735351562
1745333333.3333433;-73.063072204589844;-73.063072204589844
1749000000.00001;-72.833915710449219;-72.833915710449219
1752666666.6666768;-73.239791870117188;-73.239791870117188
1756333333.3333435;-73.206184387207031;-73.206184387207031
1760000000.0000103;-73.0841064453125;-73.0841064453125
1763666666.666677;-73.20361328125;-73.20361328125
1767333333.3333437;-73.207405090332031;-73.207405090332031
1771000000.0000105;-73.076461791992188;-73.076461791992188
1774666666.6666772;-72.967132568359375;-72.967132568359375
1778333333.333344;-73.132255554199219;-73.132255554199219
1782000000.0000107;-72.760490417480469;-72.760490417480469
1785666666.6666775;-72.395721435546875;-72.395721435546875
1789333333.3333442;-72.363639831542969;-72.363639831542969
1793000000.000011;-72.21258544921875;-72.21258544921875
1796666666.6666777;-72.157318115234375;-72.157318115234375
1800333333.3333445;-71.74688720703125;-71.74688720703125
1804000000.0000112;-71.439338684082031;-71.439338684082031
1807666666.666678;-72.100570678710937;-72.100570678710937
1811333333.3333447;-71.754829406738281;-71.754829406738281
1815000000.0000114;-71.209022521972656;-71.209022521972656
1818666666.6666782;-70.868423461914062;-70.868423461914062
1822333333.3333449;-70.932411193847656;-70.932411193847656
1826000000.0000117;-71.191291809082031;-71.191291809082031
1829666666.6666784;-70.35882568359375;-70.35882568359375
1833333333.3333452;-70.907936096191406;-70.907936096191406
1837000000.0000119;-70.473106384277344;-70.473106384277344
1840666666.6666787;-70.579597473144531;-70.579597473144531
1844333333.3333454;-70.581336975097656;-70.581336975097656
1848000000.0000122;-70.777931213378906;-70.777931213378906
1851666666.6666789;-70.857185363769531;-70.857185363769531
1855333333.3333457;-70.870750427246094;-70.870750427246094
1859000000.0000124;-71.03228759765625;-71.03228759765625
1862666666.6666791;-71.41754150390625;-71.41754150390625
1866333333.3333459;-71.465095520019531;-71.465095520019531
1870000000.0000126;-71.811370849609375;-71.811370849609375
1873666666.6666794;-71.751029968261719;-71.751029968261719
1877333333.3333461;-71.815010070800781;-71.815010070800781
1881000000.0000129;-72.089126586914062;-72.089126586914062
1884666666.6666796;-72.061874389648438;-72.061874389648438
1888333333.3333464;-71.779205322265625;-71.779205322265625
1892000000.0000131;-72.028099060058594;-72.028099060058594
